"BFH1_S123"	"BFH10_S128"	"BFH11_S129"	"BFH12_S130"	"BFH13_S131"	"BFH14_S132"	"BFH15_S133"	"BFH16_S134"	"BFH17_S135"	"BFH18_S136"	"BFH19_S137"	"BFH20_S138"	"BFH21_S139"	"BFH22_S140"	"BFH23_S141"	"BFH25_S143"	"BFH28_S146"	"BFH29_S147"	"BFH30_S148"	"BFH31_S149"	"BFH32_S150"	"BFH33_S151"	"BFH34_S152"	"BFH35_S153"	"BFH36_S154"	"BFH37_S155"	"BFH38A_S156"	"BFH39_S158"	"BFH4_S124"	"BFH40_S159"	"BFH41_S160"	"BFH6_S125"	"BFH8_S126"	"BFH9_S127"	"BH01_S76"	"BH02_S77"	"BH03_S78"	"BH05_S80"	"BH06_S81"	"BH07_S82"	"BH09_S83"	"BH27_S92"	"BH29_S93"	"BH30_S94"	"BH34A_S98"	"BH35_S100"	"BH36_S101"	"BH37_S102"	"BH38_S103"	"BH39_S104"	"BH44_S105"	"BH46_S107"	"BH47_S108"	"BH48_S109"	"BH49_S110"	"BH50_S111"	"BH58_S113"	"BH60_S115"	"BH61_S116"	"FH1_S162"	"FH2_S163"	"FH3_S164"	"FH4_S165"	"FH5_S166"	"FH6_S167"	"FH7_S168"	"FH9_S170"
"CMY-55_ARO:3002066_ADK55605.1"	0	0	0	0	0	0	5.13650255541002e-05	4.67814371257485e-05	0	0	1.04632061356241e-05	5.28438815592468e-05	0	2.06308926987271e-05	0	2.16122757726389e-05	5.52557419925221e-05	0	2.25807544230053e-05	0	1.54688611824398e-05	0	0	0	0	2.21724573734507e-05	1.04121113679432e-05	0	0	0	0	2.45688172571372e-05	2.55356094073185e-05	0	0	1.42312290089372e-05	0	0	0	0	0	2.14320924151825e-05	0	1.73656334114787e-05	0	0	8.22588274004154e-05	3.74293520979152e-05	0	0	0	0	0	0	0	0	0	0	1.87532818243193e-05	0	0	0	0	0	0	0	0
"rmtB_ARO:3000860_CAP07796.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06308926987271e-05	0	0	0	0	0	1.14134404674945e-05	0	1.17308933075254e-05	0	0	0	0	0	0	0	0	4.98952200379204e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CMY-80_ARO:3002093_AFK73449.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12903772115026e-05	0	0	0	0	1.34260626728606e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74293520979152e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ceoA_ARO:3003009_AAB58160.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22393448965117e-05	0	0	0	0	0	0.000436168428116088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aadA17_ARO:3002617_ACK43806.1"	0.00180888939933387	0.00259194586925679	0.00482203751065644	0.00622155858930603	0.000514710423915505	0.000652815622161671	0.00179777589439351	0.00156717814371257	0.000778123610493553	0.00243562978427279	0.00559781528255888	0.00369907170914728	0.00144072447859495	0.00635431495120794	0.00434432553926666	0.00259347309271666	0.00291013574493949	0.00473674621971215	0.00164839507287938	0.00431428049671293	0.0027225195681094	0.00178309578274386	0.00175766031855328	0.00308799441475793	0.002219489517411	0.00514401011064056	0.00118698069594552	0.00102440886951825	0.00146242169127092	0.00101817849012138	0.00128729667697835	0.00621591076605572	0.00319195117591481	0.0011343180529184	0.00338513121413373	0.0116553765583196	0.00209719701552732	0.00203733274599416	0.000362242279711414	0.000805404001039231	6.71028350947827e-05	0.00407209755888467	0.00316571087612292	0.00298688894677433	0.00287537311389216	0.00384075633355492	0.0042980237316717	0.00340607104091028	0.00302638169978294	0.00128787365281638	0.00473094980137234	0.00186185636235998	0.00129098889749548	0.00795405972978498	0.00371995888466496	0.00367541871162269	0.00948996181330107	0.00750800485812079	0.00108769034581052	0.00645842389616842	0.00181455271275631	0.000551339901048997	0.00108233575880865	0.000132208360375953	0.000430746379502414	0.00048211198297646	0.000529492745949381
"mefB_ARO:3003107_ACJ63262.1"	0.00134948891696336	0.000627523736767434	0.00079923273657289	0.00106655290102389	0.00230590269914146	0.000113533151680291	0.000256825127770501	0.00208177395209581	0.000111160515784793	0.00123119747336866	0.00137068000376675	0.000634126578710962	0.000137211855104281	0.000309463390480906	6.70938307222651e-05	2.16122757726389e-05	0.000202604387305914	0.000331240994385465	0.000462905465671608	3.42403214024836e-05	0.000201095195371717	0.000140770719690304	0.000163081885226593	0	0	1.10862286867253e-05	0.000374836009245955	0.00034457389247432	0.000592873658623347	0.00065209184198785	0.000259455144197186	0.00398014839565623	0.00127678047036593	0.000123295440534609	0	0	0.00294414196410567	0.00418479158636639	0.000845231985993299	2.5980774227072e-05	0	0.000557234402794745	0.00145854741936553	0.00121559433880351	0.00618889832132979	0.00160031513898121	0.00195364715075987	0.00104802185874163	0.0010018367006178	0.0061343455568359	0.00455037919826652	0.00897353722186613	0.00176043940567566	0.00269471649724024	0.0015499828686104	0.00286110438629311	0.000793980868841922	0.000754480880350374	0.00232540694621559	0.0001242004595417	0.000153539075694764	0.000116071558115578	6.52009493258222e-05	0	0	6.64982045484772e-05	0.000211797098379752
"OXA-9_ARO:3001404_AAA98406.1"	2.87125301481567e-05	0	7.9923273657289e-05	7.1103526734926e-05	0	0	0	0	5.55802578923966e-05	2.67651624645362e-05	2.09264122712482e-05	1.76146271864156e-05	0	2.06308926987271e-05	0	0.000108061378863194	0	0.000314678944666192	3.38711316345079e-05	1.14134404674945e-05	0	0	3.62404189392429e-05	0.000362503692167235	4.49896523799526e-05	0	3.12363341038296e-05	9.31280790471135e-06	0	2.28804155083456e-05	1.99580880151681e-05	0	0	0	0	0.000128081061080435	0.000362976406533575	0	3.01868566426178e-05	0	0	4.2864184830365e-05	6.62976099711605e-05	0.000121559433880351	5.4769011693184e-05	0.000320063027796243	0.000123388241100623	0.000224576112587491	8.34863917181499e-05	3.38914119162204e-05	7.22282412423257e-05	0	4.69450508180175e-05	0.000297348027281681	0.000130524873146139	2.20084952791778e-05	0	0	0	0.00830073071270364	0	5.80357790577891e-05	0	0	0	0.000349115573879505	0
"FosC2_ARO:3002874_BAJ10053.1"	0	0	0	0	0	0	0	2.33907185628743e-05	0	0	0	0	0	0	0	8.64491030905554e-05	0	0	0	0	0	0	1.81202094696215e-05	0	0	0	0	0.000270071429236629	0	1.14402077541728e-05	9.97904400758407e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mepA_ARO:3000026_AAU95768.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397489193262558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ErmY_ARO:3002825_BAB20748.1"	0	0	0	0	0	0	0	0	5.55802578923966e-05	0	0	0	0	0	0	0	0	0	9.03230176920211e-05	0	0	0	0	0	0	0	1.04121113679432e-05	0.00121997783551719	0	0.000125842285295901	7.98323520606726e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39580977904331e-05	0	0	0	0	0	0
"AAC(6')-Ib9_ARO:3002580_AAD02244.1"	2.87125301481567e-05	0.000190985485103132	0.000186487638533674	0	0	0	2.56825127770501e-05	0	0	0	0.000397601833153715	0.000105687763118494	0	4.12617853974541e-05	0.000117414203763964	6.48368273179166e-05	7.36743226566961e-05	8.28102485963663e-05	0.000124194149326529	0.000182615047479912	7.73443059121987e-05	0.000129039826382779	3.62404189392429e-05	0.00071158132166161	0.000104975855553223	0.000321500631915035	7.28847795756023e-05	3.72512316188454e-05	0	0	2.99371320227522e-05	0.000147412903542823	0	0	0	5.69249160357488e-05	0	2.75315235945157e-05	0	0	0.000134205670189565	6.42962772455475e-05	4.97232074783704e-05	1.73656334114787e-05	0	4.92404658148066e-05	6.16941205503116e-05	0	0	0	0	0	2.34725254090088e-05	0.000148674013640841	9.78936548596042e-05	4.40169905583555e-05	0.000113425838405989	7.36078907658901e-05	1.87532818243193e-05	0.00130410482518785	0.000167497173485197	4.35268342933418e-05	3.91205695954933e-05	0	0	0	0
"dfrB4_ARO:3004498_AKF12264.1"	0	0	0	0	0	0	0	0	0	0	6.27792368137445e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3258686060176e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aadA13_ARO:3002613_ABW91178.1"	0.00241185253244516	0.00411982975008185	0.000586104006820119	0.00234641638225256	0.00238825636696794	0.000170299727520436	0.00374964686544932	0.000795284431137725	5.55802578923966e-05	0.00203415234730475	0.000177874504305609	0.000986419122439274	6.86059275521405e-05	0.000639557673660539	0.00166057231037606	0.00410633239680138	0.000920929033208701	0.000778416336805843	0.000248388298653058	0.000114134404674945	0.000448596974290753	0.000293272332688134	0.000380524398862051	0.000322225504148653	0.000104975855553223	5.54311434336267e-05	0.000468545011557444	0.000447014779426145	0.000177862097587004	0.000537689764446122	0.000409140804310947	0.000515945162399882	0.00832460866678583	0.000517840850245358	0.0431362434715327	0.000384243183241305	0.000887275660415406	0.000633225042673862	0.000482989706281885	0.000285788516497792	0	0.00548661565828672	0.00280107402128153	0.00224016671008075	0.00147876331571597	0.00248664352364773	0.001583482427458	0.00190889695699367	0.000751377525463349	0.00081339388598929	0.00050559768869628	0.00726429203674877	0.0096472079431026	0.00104071809548589	0.000995252157739309	0.000946365297004644	0.000283564596014972	0.000331235508446505	0.00144400270047258	0.000144900536131984	0.000237287662437363	0.000261161005760051	0.00011736170878648	0	0	0.000149620960234074	0.000158847823784814
"cepA_ARO:3003559_AAA21532.1"	0	0	0	7.1103526734926e-05	2.05884169566202e-05	0	0	2.33907185628743e-05	0	0	0	0	0	0	0	0	0	4.96861491578198e-05	9.03230176920211e-05	0	0.000232032917736596	4.69235732301015e-05	0	0	0	0	1.04121113679432e-05	0.000158317734380093	0	6.86412465250369e-05	0.000149685660113761	0	0	0.000123295440534609	0	0	0	2.75315235945157e-05	9.05605699278534e-05	2.5980774227072e-05	0	0	0	0	8.2153517539776e-05	0	0	0	0	0.000101674235748661	0	0	2.34725254090088e-05	0.000148674013640841	9.78936548596042e-05	2.20084952791778e-05	3.78086128019963e-05	5.52059180744176e-05	9.37664091215963e-05	0.00018630068931255	8.37485867425987e-05	7.25447238222364e-05	5.21607594606577e-05	0	0.00019309320460453	0.000216119164782551	3.52995163966254e-05
"AAC(3)-VIa_ARO:3002540_AAA16194.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158065280961037	0	0	0	0	0	0	0	0	0	0	0	6.98533080530885e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mphK_ARO:3004541_AJE92936.1"	0	0	0	0	2.05884169566202e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.97904400758407e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salmonella_ARO:3002691_CAD31707.1"	0	0	0	0	0	0	0	0	5.55802578923966e-05	0	1.04632061356241e-05	0	0	2.06308926987271e-05	0	2.16122757726389e-05	0	0	0	2.2826880934989e-05	0	1.17308933075254e-05	0	0	0	2.21724573734507e-05	0	0	0	0	0	2.45688172571372e-05	0	2.46590881069218e-05	0	1.42312290089372e-05	0	0	0	0	0	0	0	0	0	0	2.05647068501039e-05	0	0	0	0	0	0	0	1.63156091432674e-05	0	3.78086128019963e-05	1.84019726914725e-05	0	0	0	0	0	0	0	0	0
"OXA-368_ARO:3001555_AMB19637.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91376345142745e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46202329074033e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tet36_ARO:3000197_CAD55718.1"	0.00470885494429769	0.0015824511622831	0.00197144075021313	0.00159982935153584	0.000247061003479442	0.000198683015440509	0.000231142614993451	0.00757859281437126	0.000389061805246776	0.00117766714843959	6.27792368137445e-05	0.000510824188406052	0.000205817782656422	0.000825235707949083	0.00107350129155624	0.000237735033499027	0.000644650323246091	0.000248430745789099	0.000135484526538032	0.00022826880934989	0.00140766636760202	0.000539621092146167	0.000706688169315237	0.000496764318895841	0	3.3258686060176e-05	0.000708023573020137	0.0021326330101789	0.00328056757771586	0.00283717152303486	0.000818281608621894	0.000245688172571372	0.00104695998570006	9.86363524276872e-05	9.67180346895351e-05	5.69249160357488e-05	0.00161322847348256	0.00479048510544574	0.0127388535031847	0.000649519355676799	0	0.000192888831736642	0.00432591905061823	0.005296518190501	0.00380644631267629	0.00273284585272177	0.00271454130421371	0.00449152225174982	0.00154449824678577	0.00559208296617637	0.00538100397255327	0.0199310197478863	0.00612632913175129	0.00289914326599639	0.00453573934182833	0.00492990294253582	0.00172029188249083	0.00178499135107283	0.0025316930462831	0.000724502680659918	0.00089331825858772	0.000362723619111182	1.30401898651644e-05	0	1.48533234311177e-05	1.66245511371193e-05	0.000158847823784814
"mphL_ARO:3003072_EEL41021.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55356094073185e-05	0	0	0	0	0	0	0	0	6.42962772455475e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tet37_ARO:3002871_AAN28721.1"	2.87125301481567e-05	2.72836407290189e-05	0.000239769820971867	0.000106655290102389	0	8.5149863760218e-05	0	2.33907185628743e-05	0	0	2.09264122712482e-05	5.28438815592468e-05	0.000102908891328211	0.00237255266035361	0	0.000324184136589583	0	3.31240994385465e-05	0.00217904280182001	0.00012554784514244	0.000727036475574668	0.000457504838993489	0.000362404189392429	4.02781880185817e-05	0.00017995860951981	1.10862286867253e-05	0.00153058037108765	0.000772963056091042	0.00108693504080947	0.000606331010971159	0.000898113960682567	0.000122844086285686	2.55356094073185e-05	0.000345227233496905	3.22393448965117e-05	1.42312290089372e-05	0	0	0.000724484559422827	0.000155884645362432	0	4.2864184830365e-05	3.31488049855803e-05	3.47312668229574e-05	0.000164307035079552	2.46202329074033e-05	2.05647068501039e-05	0	0	0.000338914119162204	3.61141206211629e-05	6.10444708970485e-05	4.69450508180175e-05	0.000130089761935736	0.00030999657372208	0.000110042476395889	0.000151234451207985	0.000404843399212396	0.00075013127297277	4.14001531805668e-05	0	0.00201674332225817	5.21607594606577e-05	3.6056825557078e-05	0.000103973264017824	0.000764729352307488	0.000405944438561192
"fosA_ARO:3000149_AAG04518.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16122757726389e-05	0	0.000563109690455291	2.25807544230053e-05	0	0	0	0	6.71303133643028e-05	1.49965507933175e-05	0	0	0	0	0	0	0	0	0	6.44786897930234e-05	0	0	0	0	0	3.35514175473914e-05	0	0	0	0	0	0	0	0	3.38914119162204e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"armA_ARO:3000858_ADC55560.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14402077541728e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20084952791778e-05	0	0	0	0	0	0	0	0	0	0	0
"OXA-11_ARO:3001406_CAA80304.1"	0	0	0	0	0	0	0	0	5.55802578923966e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34260626728606e-05	0	0	1.04121113679432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05222354485242e-05	0	1.85842517051051e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"pmrF_ARO:3003578_AAC75314.1"	5.74250602963133e-05	5.45672814580378e-05	5.32821824381927e-05	0	0	0.000113533151680291	5.13650255541002e-05	0.000514595808383234	0.000111160515784793	0.000107060649858145	0.00916576857480669	7.04585087456624e-05	0	0.000618926780961812	1.67734576805663e-05	0.000367408688134861	0.00176818374376071	0.00071216813792875	0.00351130731277732	0.00338979181884587	0.000185626334189277	0.00154847791659335	0.000797289216663345	0.00103380682581026	0.000389910320626256	0.00188465887674331	0.000322775452406239	0.00277521675560398	0.000177862097587004	0.00044616810241274	0.000957988224728071	0.000147412903542823	0.00017874926585123	0.000172613616748453	0.000225675414275582	0.00224853418341208	0	2.75315235945157e-05	0.00027168170978356	7.79423226812159e-05	0.00345579600738131	0.000300049293812555	8.28720124639507e-05	0.000156290700703308	0.00054769011693184	4.92404658148066e-05	0.000472988257552389	0	2.08715979295375e-05	0.000271131295329763	0.000144456482484651	3.05222354485242e-05	4.69450508180175e-05	0.000408853537512312	9.78936548596042e-05	0.0003961529150252	9.45215320049907e-05	9.20098634573626e-05	0.000187532818243193	0.00339481256080648	0.000418742933712994	0.000116071558115578	0.00110841613853898	0.00325713324198938	0.000371333085777943	0.00334153477856098	0.000158847823784814
"CTX-M-156_ARO:3003164_AIS67612.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67734576805663e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.31280790471135e-06	0	1.14402077541728e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63156091432674e-05	0	0	0	0	0	0	0	0	0	0	0	0
"apmA_ARO:3003918_CBL58181.1"	0	0	0	0	0	0	0	0.000631549401197605	5.55802578923966e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31280790471135e-06	0	2.28804155083456e-05	0	0	0	0	0	0	4.03307118370639e-05	2.75315235945157e-05	0	0	0	0	0	3.47312668229574e-05	2.7384505846592e-05	2.46202329074033e-05	0	0	0	6.77828238324409e-05	0	0	0	0	3.26312182865347e-05	4.40169905583555e-05	0	0	0	0	0	0	0	1.20189418523593e-05	0	0	0
"DES-1_ARO:3004780_AAM45855.1"	0	0	0	0	0	0	0	0	0	2.67651624645362e-05	1.04632061356241e-05	0.000105687763118494	0	0.00160920963050071	0	2.16122757726389e-05	0	0	1.12903772115026e-05	1.14134404674945e-05	0	0	0	0.000107408501382884	1.49965507933175e-05	0	0	0	0	0	0	0	0	0	0.000322393448965117	0.000113849832071498	4.03307118370639e-05	0	0	0	0	0.000707259049701022	4.97232074783704e-05	3.47312668229574e-05	0	4.92404658148066e-05	2.05647068501039e-05	0	0	3.38914119162204e-05	0	0	2.34725254090088e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.66245511371193e-05	0
"BcII_ARO:3002878_AAA22562.1"	0	0	0	0	0	0	0	2.33907185628743e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2864184830365e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tet(B)_ARO:3000166_BAC67143.1"	5.74250602963133e-05	0	0.000426257459505541	0.000533276450511945	2.05884169566202e-05	0	2.56825127770501e-05	4.67814371257485e-05	5.55802578923966e-05	0.000160590974787217	0.00118234229332552	1.76146271864156e-05	0	0.000536403210166904	0	0.000237735033499027	0.000110511483985044	0.00468706007055433	0.00506937936796468	9.13075237399562e-05	0.000139219750641958	0.00267464367411578	5.43606284088644e-05	0.000120834564055745	0.000104975855553223	0.000676259949890246	4.16484454717728e-05	0.000819527095614599	1.97624552874449e-05	0.000183043324066765	0.000439077936333699	0.00186723011154243	0	0	0	1.42312290089372e-05	0.000725952813067151	0	0.000150934283213089	0	0	4.2864184830365e-05	0.000563529684754865	0.000781453503516541	0.000438152093545472	9.84809316296132e-05	0.000349600016451766	0.000112288056293746	6.26147937886125e-05	0.000203348471497323	0	3.05222354485242e-05	0.000234725254090088	0.000167258265345946	0.000212102918862476	6.60254858375333e-05	0	1.84019726914725e-05	0.000187532818243193	0.000414001531805668	2.79161955808662e-05	1.45089447644473e-05	0.000169522468247138	2.40378837047186e-05	1.48533234311177e-05	0.00162920601143769	0
"ADC-15_ARO:3003859_CAK95246.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16122757726389e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TEM-112_ARO:3000975_AAS89982.1"	0	0	0	0	0	0	0	0	0	0	3.13896184068722e-05	1.76146271864156e-05	0	0	0	0	0	0	1.12903772115026e-05	0	0	0	0	0	0	0	1.04121113679432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65744024927901e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07000765902834e-05	0	0	0	0	0	0	0
"CMY-13_ARO:3002024_AAQ16660.2"	0	0	0	0	0	0	5.13650255541002e-05	0	0	0	1.04632061356241e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49965507933175e-05	0	0	0	1.97624552874449e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.14320924151825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bla2_ARO:3004189_AAR20596.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2864184830365e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AAC(6')-31_ARO:3002585_CAK55557.1"	0	0	0	0	0	2.83832879200727e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.12903772115026e-05	2.2826880934989e-05	0	1.17308933075254e-05	0	0	0	1.10862286867253e-05	0	0	0	1.14402077541728e-05	1.99580880151681e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61141206211629e-05	0	2.34725254090088e-05	0	0	0	0	0	0	0	2.79161955808662e-05	0	0	0	0	1.66245511371193e-05	0
"dfrC_ARO:3002865_AAO04716.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06308926987271e-05	0	0	0	6.6248198877093e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71028350947827e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26312182865347e-05	0	0	0	0	0	0	0	0	0	0	0	0
"dfrG_ARO:3002868_BAE15963.1"	2.87125301481567e-05	2.72836407290189e-05	2.66410912190963e-05	3.5551763367463e-05	0.000123530501739721	0	0.0001027300511082	2.33907185628743e-05	0	0	1.04632061356241e-05	0	0	0.00014441624889109	0	4.32245515452777e-05	3.6837161328348e-05	0.000612795839613111	0.000869359045285703	4.56537618699781e-05	0	0.000574813772068743	1.81202094696215e-05	0	1.49965507933175e-05	0	0.0019054163803336	0.00748749755538792	0	0.00167027033210923	0.000838239696637062	2.45688172571372e-05	2.55356094073185e-05	2.46590881069218e-05	3.22393448965117e-05	0	4.03307118370639e-05	0	3.01868566426178e-05	0	0	0.000150024646906277	0	0	2.7384505846592e-05	7.38606987222099e-05	6.16941205503116e-05	3.74293520979152e-05	2.08715979295375e-05	3.38914119162204e-05	0	3.05222354485242e-05	0	3.71685034102102e-05	0.000212102918862476	2.20084952791778e-05	0	0	0	0.000724502680659918	0.000153539075694764	0	3.91205695954933e-05	1.20189418523593e-05	0	0	5.2949274594938e-05
"QnrS5_ARO:3002794_AEG74319.1"	0	0	0	3.5551763367463e-05	2.05884169566202e-05	0	5.13650255541002e-05	2.33907185628743e-05	0	0	0.00194615634122608	0.00015853164467774	0	0	0.000821899426347747	0.000237735033499027	0.000349953032619306	0.00071216813792875	0.00186291223989794	0.00359523374726077	0.000123750889459518	0.000821162531526776	0.000362404189392429	0.00158427539539755	0.00197954470471791	0.00686237555708299	0.00118698069594552	0.000391137931997877	1.97624552874449e-05	0.000400407271396049	0.00110767388484183	4.91376345142745e-05	0	0	3.22393448965117e-05	0.00327318267205556	0	0	0	5.19615484541439e-05	0.000100654252642174	0.000235753016567007	0.000795571319653927	0.000607797169401754	8.2153517539776e-05	0.00022158209616663	0.000411294137002077	0.000149717408391661	0.000125229587577225	0	0.000144456482484651	0	4.69450508180175e-05	0.0021743574494973	0.00101156776688258	0.000110042476395889	0.000189043064009981	0.000478451289978286	3.75065636486385e-05	0.000227700842493117	1.39580977904331e-05	7.25447238222364e-05	0.000456406645280755	1.20189418523593e-05	5.94132937244708e-05	3.32491022742386e-05	0
"ACT-14_ARO:3001836_AFU25647.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20189418523593e-05	0	0	0
"TEM-193_ARO:3001053_AFC75523.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10862286867253e-05	0	0	0	0	0	0	0	0	0	1.42312290089372e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cphA2_ARO:3003099_AAB03413.1"	0	0	0	0	0	0	0	2.33907185628743e-05	0	0	0.000198800916576857	0	0	0	6.70938307222651e-05	4.32245515452777e-05	5.52557419925221e-05	0	0	0	0	0	5.43606284088644e-05	0.000214817002765769	2.99931015866351e-05	9.97760581805281e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08715979295375e-05	0	0	0	0	0	0.000750518020590299	0	0	0	0	8.28003063611335e-05	1.39580977904331e-05	0	0.000573768354067235	0.000396625081127858	0	0	7.05990327932507e-05
