GENE	BFH12_S130	BH09_S83	BFH35_S153	CP1	SWESTP30	CP5	BSE93_S121	BH47_S108	BH52_S112	BH36_S101	SWE41a	IRL69_2	SWE41a_1	BFH33_S151	BFH9_S127	FH6_S167	BH10_S84	ESP75	SWESTP53	BFH15_S133	AHMA4	BFH22_S140	BFH31_S149	BH50_S111	BH30_S94	BFH32_S150	FIN25_1	BFH6_S125	ESP75_2	SWESTP33	BFH8_S126	BSE100_S122	BFH20_S138	BFH21_S139	BFH14_S132	BFH24_S142	FH1_S162	BH06_S81	BSE79_S120	SWESTP31	BH34A_S98	ASMA1	DEU27_1	BH20_S88	BFH17_S135	BH31_S95	DEU27	BH11_S85	BFH36_S154	ESP75_1	BH22_S89	BH45_S106	BH61_S116	FH5_S166	BFH25_S143	BFH41_S160	IRL69	BFH18_S136	BH59_S114	BH13_S86	BH03_S78	BH38_S103	BFH40_S159	AHMA5	BFH38B_S157	BH33_S97	BH32_S96	BFH13_S131	AHMA2	BFH4_S124	AHMA3	BFH10_S128	BFH39_S158	CP7	JTH	BFH19_S137	CP6	BH37_S102	FH8_S169	Seafield	SWE41a_2	BH04_S79	CP8	BH25_S91	SWE41	BH01_S76	BFH23_S141	BH58_S113	SWESTP49	ASMA3	CP4	FIN25	BH14_S87	BSE74_S119	BH05_S80	BFH1_S123	SWESTP57	FH3_S164	BH63_S118	BH48_S109	BFH34_S152	BFH28_S146	BH07_S82	BFH11_S129	BH44_S105	FH10_S171	FH9_S170	BFH27_S145	BFH29_S147	IRL69_1	FH7_S168	BFH16_S134	DEU27_2	FH4_S165	SWESTP35	BH02_S77	BH29_S93	SWESTP37	BH39_S104	BH60_S115	BH62_S117	BH27_S92	BFH26_S144	BH35_S100	ASMA2	BFH37_S155	FH2_S163	BFH42_S161	BH46_S107	CP3	BH24_S90	FIN25_2	BH34B_S99	AHMA1	BFH38A_S156	BH49_S110	BFH30_S148
785_tnpA_AF151431.1	0	10	130	9	65	11	26	0	0	0	7	11	5	7	0	1	6	2	0	10	60	0	1	1	0	18	0	4	3	10	3	3	0	0	1	0	10	0	0	29	1	0	0	0	1	0	0	0	329	4	1	0	1	37	29	3	22	1	6	2	0	0	0	19	7	0	2	0	49	0	174	2	1	3	14	21	10	0	1	27	2	0	49	0	12	2	15	2	0	0	2	1	0	0	2	5	1	4	0	1	29	4	1	2	0	0	171	0	1	15	4	0	0	3	13	0	0	12	0	1	0	0	9	0	6	2	7	0	0	14	1	1	0	35	3	1	0
652_tnpA_Y09450.1	12	24	245	84	60	54	5	5	2	5	6	2	5	182	3	4	47	1	3	5	54	2	68	2	4	160	0	10	1	35	0	0	64	7	4	1	22	2	2	39	1	7	3	0	1	0	0	0	442	6	0	6	1	7	98	39	14	4	10	17	9	4	23	37	125	1	44	0	24	0	256	4	36	80	44	173	466	7	1	168	1	0	292	0	5	7	22	6	3	1	30	0	1	1	40	22	7	10	1	30	117	62	6	20	4	0	37	0	37	7	15	2	0	2	40	3	5	29	2	9	1	13	53	9	3	37	25	3	0	150	0	1	1	89	117	8	33
1169_tnpA_EU780013.1	3	2234	542	78	47	80	1	7	7	76	30	33	12	15	0	40	4139	196	3	1	375	17	118	7	19	2	23	1	65	32	46	0	1	1	3	0	874	6	0	7	23	3	27	0	0	24	25	5	77	69	2	8	7	28	10	127	132	2	4	115	10	21	13	31	22	11	2	1	494	13	79	1	34	70	1368	69	34	14	11	146	12	2	84	8	57	76	3	8	0	2	40	128	5	0	1	7	8	4	0	43	80	15	0	0	1	2	231	0	15	107	34	1	9	317	25	863	16	38	6	12	5	19	0	19	7	58	79	2	5	18	1	113	27	595	25	11	348
1337_tnpA_AP001918.1	0	1	18	7	4	1	0	0	0	0	0	4	2	2	0	0	2	1	0	0	0	0	0	1	0	2	0	3	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	2	3	10	0	10	0	83	5	2	0	0	0	6	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	78	0	0	0	0	12	0	1	2	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	4	1	2
520_tnpA_CP012903.1	0	2135	126	43	17	15	4	6	2	3	25	48	25	17	1	24	3317	156	3	0	39	3	85	4	3	0	15	0	114	17	1	0	1	3	6	0	31	2	0	16	4	0	43	1	0	4	51	0	13	90	6	0	4	104	1	32	192	0	0	18	2	2	18	1	3	1	3	4	32	5	12	0	16	32	403	472	51	3	12	140	11	1	35	12	78	6	6	2	0	0	15	43	4	0	0	6	6	3	0	38	6	26	2	0	0	5	8	1	13	117	31	1	26	39	18	160	9	14	2	4	4	11	8	4	5	243	16	2	5	24	1	39	9	16	22	4	71
607_tnpA_KM107842.1	0	378	27	7	5	2	0	1	0	9	6	4	1	8	0	1	370	37	0	1	5	3	15	3	5	1	4	1	2	8	0	0	1	0	2	0	23	2	0	7	1	0	4	3	1	1	5	0	10	7	3	0	3	4	2	12	20	1	0	4	1	4	3	0	0	1	1	0	20	2	12	0	3	3	58	935	3	2	1	68	7	1	8	1	9	4	0	0	0	0	3	47	0	0	2	1	2	0	0	5	2	4	1	0	0	1	1	2	4	11	2	3	3	5	8	32	1	3	1	3	0	0	3	1	8	29	12	2	0	7	0	26	2	20	9	0	42
941_tnpA_FN649418.1	0	0	0	19	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1
1551_tnpA_KF483599.2	0	68	215	90	3	571	2	0	5	27	3	21	1	82	0	0	143	58	0	0	99	13	115	1	10	23	1	1	15	15	1	0	10	1	2	0	109	1	0	1	2	0	4	1	0	0	0	1	63	19	1	3	1	63	16	40	125	1	18	13	2	5	19	63	34	0	6	1	180	1	95	0	100	58	1044	582	69	4	6	79	0	0	178	8	20	9	25	26	0	0	7	12	0	0	0	0	1	1	0	112	11	33	0	2	3	1	4	0	59	77	4	3	0	8	8	54	5	22	3	37	1	11	41	6	2	67	2	0	0	27	0	19	2	106	25	38	120
2167_tnpA_CBTJ020000114.1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2559_tnpA_Y17830.1	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	1	0	2	0	1	2	1	5	0	0	2	0	0	1	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	43	3	1	0	1	1	0	0	1	0	9	0	0	1	1	0	2	0	6	0	7	18	0	0	0	251	0	0	0	0	1	0	0	1	0	6	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	29	0	3	0	1	2	1	119	2	0	0	0	0	0	1	0	0	13	0	0
273_tnpA_KF826292.1	0	74	206	63	7	506	1	2	6	10	3	18	1	76	2	0	131	41	0	0	77	12	108	7	8	31	1	1	11	11	0	1	16	1	3	0	100	2	0	0	2	0	5	1	0	1	1	0	70	5	0	3	1	44	9	48	77	0	18	12	3	5	25	69	27	1	4	0	156	0	75	0	96	39	743	502	48	9	3	53	0	1	135	4	13	3	23	24	1	3	9	6	0	0	0	1	0	1	0	112	14	24	1	0	2	0	10	1	44	51	5	2	0	6	10	62	7	6	6	31	0	12	46	8	2	66	5	1	0	23	0	9	1	102	28	43	95
291_tnpA_KJ511462.1	0	51	117	26	0	71	0	0	3	16	3	2	4	66	1	1	89	21	0	2	782	6	136	2	7	8	3	1	16	0	0	1	1	0	1	0	87	0	0	0	4	1	0	0	1	0	0	0	49	26	1	2	3	21	15	47	12	2	8	5	1	5	17	169	20	2	3	0	1009	1	499	0	94	100	717	315	34	3	42	36	0	0	31	2	4	5	19	15	0	3	12	6	1	0	0	1	0	2	0	66	8	18	0	1	2	0	2	0	40	5	45	2	0	4	3	36	4	1	3	32	0	6	40	3	20	52	19	2	0	1	0	3	3	692	30	20	70
2768_tnpA_CP010516.1	0	0	1	1	0	0	1	6	6	0	0	0	0	1	0	0	3	0	0	42	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	9	0	0	14	1	0	0	1	0	1	2	4	0	0	7	0	0	0	1	1	2	4	443	0	0	0	0	0	2	1	0	0	1	8	0	0	0	0	0	1	0	1	1	0	2	0	0	0	1	0	0	0	0	3	0	1	1	0	0	6	0	0	0	0	0	0	0	1	0	0
296_tnpA_KJ406378.1	4	368	791	94	0	653	6	9	5	83	0	3	0	378	1	0	742	7	0	2	223	34	428	23	71	23	1	10	1	8	1	0	50	4	9	5	528	8	1	1	10	0	0	3	1	4	2	2	271	5	5	25	7	235	87	228	12	6	105	35	9	30	92	563	168	6	9	3	402	4	268	0	524	42	253	2083	267	11	12	13	2	1	60	28	10	26	188	106	0	8	19	6	3	0	1	6	1	7	1	476	30	210	1	2	11	2	4	5	190	5	20	10	0	9	2	413	49	4	13	179	6	37	221	29	5	379	7	3	4	16	1	1	15	261	165	195	670
590_tnpA_AY123045.1	0	0	9	1	1	0	0	2	0	700	3	1	1	25	0	0	0	3	0	1	1	0	171	5	26	1	0	0	3	0	3	0	0	0	0	1	8	0	0	2	0	0	0	0	0	7	0	2	0	0	0	13	1	5	2	60	0	0	23	10	0	217	5	0	2	1	4	0	0	0	1	0	2	0	24	0	1	128	0	0	1	1	0	0	4	0	1	36	0	0	0	0	0	0	0	0	0	0	0	45	1	1	0	0	20	0	1	1	48	0	0	1	0	5	2	22	34	3	1	61	0	51	0	167	2	8	1	0	0	1	0	0	1	0	0	8	57
819_tnpA_KU254577.1	30	40	546	69	50	246	27	1	4	21	24	13	18	75	0	10	208	3	3	29	158	5	27	34	3	48	1	7	17	29	10	6	17	15	2	0	83	12	0	26	6	17	9	0	4	1	2	0	6243	15	3	6	0	21	79	10	27	4	32	8	1	3	20	110	302	3	10	8	143	0	397	1	8	60	171	3882	306	3	36	209	6	3	899	2	26	53	53	21	0	5	29	18	0	5	37	19	12	18	0	13	208	187	21	10	5	0	254	4	9	31	50	1	6	14	31	12	2	30	1	13	0	13	10	2	11	21	37	5	1	207	6	19	4	66	351	0	7
1019_tnpA_KF295829.1	0	1	12	0	13	0	6	10	10	435	2	0	2	56	0	0	0	6	11	3	15	196	814	11	319	0	1	22	2	19	0	1	149	6	0	3	241	0	0	14	14	0	0	3	0	31	0	9	6	0	0	164	2	0	130	167	2	0	115	383	15	164	20	0	6	3	6	1	11	1	20	1	8	1	123	3	0	45	1	3	0	1	0	1	0	4	153	159	5	2	3	4	3	0	1	4	2	1	2	977	18	12	6	1	150	1	0	4	71	0	3	2	0	5	30	1834	546	41	1	267	6	186	1079	139	2	1477	2	5	4	1	1	0	15	5	1	209	172
1105_tnpA_HE577330.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1424_tnpA_CXZU01000085.1	2	22	157	0	22	1	89	139	111	7623	1	0	2	669	2	3	13	26	9	95	24	3841	8637	227	3451	30	1	224	6	26	14	9	2421	42	13	22	68	24	21	33	237	0	0	18	0	537	12	73	16	1	6	2939	22	4	2245	1665	1	17	2730	3392	145	2348	177	0	135	133	143	14	13	3	302	20	46	7	2076	18	0	1058	6	25	1	21	1	16	3	35	2769	3794	15	2	5	6	27	4	29	26	3	9	9	9435	237	243	102	6	2877	7	10	35	1088	1	8	16	2	55	48	40173	6620	104	33	5608	68	2991	18769	2267	0	12944	26	47	24	4	10	4	221	12	11	2687	1936
1691_tnpA_CR377166.1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
1965_tnpA1_CXOJ01000027.1	3	0	1	0	0	0	0	0	1	1	1	0	0	0	6	0	8	2	3	0	0	2	1	0	0	3	0	1	0	1	0	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	1	0	1	2	0	1	0	0	0	10	1	0	5	1	0	0	0	9	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	15	0	0	0	0	0	0	1	0	0	1	0	0	2	1	1	1	1	0	2	1	3	0	0	0	1	0	3	0	1	3	0	14	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	1	0
2227_tnpA_BAER01000036.1	0	0	0	0	15	49	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	1	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	7	0	0	23	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	1	0	0	0	0	49	0	0	0	0	1	0	0	9	0	0	7	0	0	0	0	0	0	2	0	1	0	0	3	0	0	1	1	0	1	0
2417_tnpA_CAOF01000139.1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	4	0
784_tnpA_KJ541070.1	4	1	4	8	35	1	5	4	5	448	7	2	8	71	0	0	0	131	10	3	147	84	661	9	145	1	3	12	20	47	0	4	93	3	1	3	2487	1	0	46	21	1	3	1	0	19	11	2	6	27	1	97	1	1	63	192	5	0	72	533	9	128	13	0	8	6	6	0	153	0	33	1	8	6	209	1	1	51	8	63	3	0	8	2	20	4	75	132	7	0	1	27	3	0	2	0	4	1	0	568	28	11	55	0	90	0	2	0	45	2	14	1	4	4	71	951	216	124	5	244	2	110	586	109	4	930	3	5	2	2	1	24	14	38	0	141	188
803_tnpA_AM743169.1	1	4	81	16	10	28	0	0	0	0	22	21	8	4	0	3	46	12	0	0	41	0	0	0	1	1	12	1	9	16	0	0	0	0	1	0	13	1	0	16	0	191	40	0	0	0	18	8	25	10	0	0	1	6	1	2	96	0	8	0	2	1	1	148	3	0	25	0	21	0	201	0	3	2	2	0	5	1	35	23	3	0	12	0	39	2	0	4	0	3	83	24	1	0	0	0	2	7	0	1	10	2	0	1	2	1	9	8	4	67	76	0	17	11	23	3	6	7	0	9	0	3	0	2	16	1	64	0	0	66	0	19	0	33	0	6	1
2359_tnpA_FR854089.1	0	0	1	1	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1649	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2182_tnpA_CP007448.1	0	0	81	5	3	30	1	1	0	1	4	6	3	4	0	8	0	32	0	1	35	55	26	0	1	0	6	0	9	24	1	0	3	0	0	0	11	0	0	1	3	1	4	0	0	0	2	0	14	9	1	0	1	2	8	12	18	0	0	2	1	0	2	3	4	0	0	0	23	0	1	0	7	13	93	18	4	0	3	42	4	0	5	0	46	10	1	2	0	0	3	15	0	0	0	0	2	8	0	5	3	1	0	0	0	0	12	0	0	13	5	0	2	42	2	91	1	12	2	2	0	4	8	0	2	9	10	1	0	5	0	18	0	29	7	1	28
2690_tnpA_Tn3_like_KR822247.1	0	0	59	3	2	6	0	0	0	0	5	5	1	9	0	3	0	21	0	0	19	17	40	0	1	0	0	1	5	28	0	0	2	0	0	0	3	1	0	2	1	0	2	0	0	0	0	0	8	7	0	0	2	7	4	7	16	0	0	3	0	0	5	2	3	0	1	0	13	0	3	0	3	8	58	8	0	0	3	14	1	0	2	0	30	3	1	0	0	1	3	12	0	0	0	0	3	0	0	0	3	1	0	0	0	0	6	0	0	7	9	0	1	17	5	38	1	4	0	1	0	0	7	0	2	3	16	1	0	2	0	7	0	12	7	0	7
1155_tnpA_FP236830.1	0	0	8	2	0	2	0	0	0	0	5	1	0	1	1	0	0	2	0	1	8	0	6	0	2	0	0	0	0	4	0	0	0	1	0	0	0	1	0	10	1	0	0	0	0	0	0	0	3	0	1	0	0	6	0	3	5	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	247	1	0	15	24	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	46	1	0	2	23	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	4	0	7	0	0	5
1206_tnpA_CP002179.1	1	0	50	12	5	4	3	0	1	0	5	3	6	2	0	3	0	15	0	4	8	0	15	1	2	0	2	0	3	5	0	0	2	3	2	0	2	4	0	2	1	0	0	0	1	0	3	0	2	2	2	0	1	32	0	5	14	2	0	15	0	0	3	0	1	2	1	0	19	0	8	0	2	3	18	3814	2	0	202	94	1	0	2	0	3	0	0	5	0	1	1	6	0	0	2	0	0	2	0	1	13	0	0	4	1	0	172	2	0	4	422	0	1	5	0	12	4	0	1	0	0	0	1	1	5	7	19	0	1	1	0	9	0	10	1	0	25
1760_tnpA_AH010393.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1781_tnpA_HE798556.1	0	2	2	13	1	1	0	0	0	1	1	0	2	0	0	0	3	0	1	0	0	3	0	0	1	1	0	1	0	6	0	0	2	2	0	0	0	0	0	6	0	0	5	0	0	0	5	0	1	2	0	0	0	0	1	0	1	0	3	0	0	3	1	4	0	0	2	0	1	0	6	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	7	0	10	24	3	0	0	0	0	2	6	0	1	0	3	0	0	1	0	1	0	0	1	0	0	1	1	4	0	2	1	0	7	0	0	2	0	29	1	4	0	0	6	0	1	1	3	0	0	0
2193_tnpA_CXPB01000088.1	2	0	527	26	4	14	2	1	2	0	5	12	5	44	3	4	0	59	0	2	0	41	274	11	3	1	1	0	14	8	0	0	4	4	1	0	120	6	0	2	4	0	6	5	2	3	7	0	426	15	7	0	8	124	16	149	20	1	3	91	1	0	43	0	60	4	0	2	8	8	0	0	60	30	73	3356	7	1	15	115	1	2	48	1	36	0	43	5	0	0	6	7	2	0	1	1	0	0	2	93	46	4	2	3	1	1	15	3	8	9	14	2	1	39	1	77	1	8	4	0	6	6	16	0	5	75	1	5	2	3	1	14	6	4	75	7	297
1917_tnpA_AB262965.1	0	0	2	15	5	18	3	0	0	3	6	38	3	116	0	0	0	28	0	1	42	1	3	2	2	0	5	0	20	18	1	0	3	0	0	0	8	0	0	20	0	0	2	0	3	0	0	0	36	39	0	0	1	0	10	10	90	26	5	0	0	1	3	10	7	0	13	0	110	0	28	0	23	673	196	106	11	2	1	286	0	0	84	0	3	0	1	5	0	0	30	8	0	0	0	0	2	2	0	4	3	41	0	2	0	0	6	0	10	70	7	10	0	14	30	0	1	18	10	8	0	0	4	0	4	0	17	0	0	198	0	3	0	58	15	5	10
1540_tnpA_CP000646.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2246_tnpA_LN681228.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2554_tnpA_CZDF01000174.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277_tnpA_AF071413.3	53	3	514	234	90	25	48	149	17	599	24	12	14	190	18	16	4	27	18	24	95	241	151	286	505	50	2	115	65	82	37	3	212	4	4	3	143	16	2	82	613	0	9	0	4	1300	10	6	402	69	2	352	221	339	114	247	55	188	122	100	196	330	141	101	475	264	77	18	327	9	376	4	168	103	90	503	18	209	31	40	9	8	101	66	62	114	160	159	14	419	54	12	13	2	47	15	29	39	0	499	45	159	102	37	354	1	24	2	257	23	53	211	7	119	80	591	601	73	52	135	142	604	305	382	26	1700	128	64	71	40	3	17	793	154	512	227	533
1141_tnpA_KJ631729.1	2	3	22	4	104	10	34	45	131	46	43	9	23	7	39	1	0	31	46	9	36	34	38	12	27	12	1	16	8	186	7	2	16	1	3	0	29	0	1	192	15	0	3	1	0	12	12	0	10	4	0	11	0	7	9	24	18	6	86	51	1	9	20	3	6	2	13	66	69	0	294	1	28	2	21	39	3	8	3	55	10	0	3	0	28	2	10	123	49	2	0	31	1	1	1	1	33	7	0	21	4	39	7	3	7	0	13	0	39	14	4	3	2	17	173	8	31	249	11	97	2	24	30	33	1	40	67	20	75	3	1	31	9	21	7	87	18
628_tnpA_AY297781.1	35	18	369	89	221	62	96	132	194	173	73	20	64	83	46	46	23	85	25	134	76	158	196	51	159	119	22	39	305	197	93	5	135	4	9	1	84	7	5	166	63	1	24	0	7	116	24	2	39	312	0	122	27	44	97	183	87	25	109	141	156	917	35	71	124	49	79	114	79	22	132	18	18	49	154	38	18	131	66	128	24	1	80	1	119	67	80	80	9	226	61	47	6	2	29	18	40	34	1	116	98	134	93	40	54	0	43	1	56	73	146	19	12	45	294	141	180	173	52	66	17	284	207	188	19	52	284	31	85	35	0	49	72	66	122	137	169
1456_tnpA_LT599584.1	401	12	2085	293	1017	439	100	288	230	845	593	183	398	624	142	342	19	867	675	456	636	1327	5976	159	701	132	98	917	506	1000	63	9	950	34	58	17	292	3	6	1083	180	2	359	6	20	174	325	17	372	618	6	757	105	2584	1356	1042	824	50	2390	1416	49	433	271	72	256	84	314	96	671	12	738	18	278	281	731	660	85	780	165	1383	211	3	737	14	1230	70	5139	3092	77	43	43	523	27	3	192	110	304	369	4	803	246	1309	83	484	872	9	805	19	444	480	187	76	194	141	1418	3570	968	1293	162	3700	76	365	5898	1847	35	5998	1737	70	181	443	7	520	211	350	236	1364	831
1499_tnpA_L14931.1	0	4	1	7	3	16	0	1	0	2	2	1	0	1	0	4	1	0	0	0	4	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	1	0	2	0	11	0	0	41	6	0	22	0	2	3	0	0	3	0	0	1	0	0	0	0	5	0	0	0	0	0	2	5	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	11	0	2	1	15	0	0	0
1798_tnpA_FP475957.1	1	0	15	2	3	1	5	2	0	1	4	0	3	12	0	0	1	4	13	0	0	0	3	3	0	3	22	3	2	10	0	1	0	0	3	0	0	0	0	4	3	0	2	0	3	6	2	3	104	0	0	2	0	0	0	6	0	0	0	6	0	1	0	0	22	3	59	0	0	0	0	0	0	1	13	144	0	0	0	1	0	0	2	0	8	0	3	0	0	1	0	89	0	3	2	0	7	0	0	6	30	4	0	3	12	0	0	1	0	1	0	0	0	3	9	0	1	4	1	1	0	150	25	2	0	1	0	0	0	6	0	119	3	0	17	39	0
1841_tnpA_KJ439039.1	3	2	193	18	42	15	3	8	5	19	3	8	4	21	1	1	3	7	14	3	127	646	505	49	14	13	3	5	3	40	5	0	20	6	2	0	11	1	0	44	10	0	10	0	1	6	8	1	116	5	0	5	1	13	45	89	17	10	15	20	1	6	38	235	40	0	9	3	262	2	215	0	122	2	33	278	12	8	10	24	1	1	6	1	16	4	73	26	2	0	10	4	0	0	1	1	7	8	0	28	16	65	2	1	6	0	14	0	191	15	13	4	9	26	51	99	30	64	8	27	3	74	75	21	7	432	28	3	9	4	0	5	8	291	55	16	219
