GENE	BFH12_S130	BH09_S83	BFH35_S153	CP1	SWESTP30	CP5	BSE93_S121	BH47_S108	BH52_S112	BH36_S101	SWE41a	IRL69_2	SWE41a_1	BFH33_S151	BFH9_S127	FH6_S167	BH10_S84	ESP75	SWESTP53	BFH15_S133	AHMA4	BFH22_S140	BFH31_S149	BH50_S111	BH30_S94	BFH32_S150	FIN25_1	BFH6_S125	ESP75_2	SWESTP33	BFH8_S126	BSE100_S122	BFH20_S138	BFH21_S139	BFH14_S132	BFH24_S142	FH1_S162	BH06_S81	BSE79_S120	SWESTP31	BH34A_S98	ASMA1	DEU27_1	BH20_S88	BFH17_S135	BH31_S95	DEU27	BH11_S85	BFH36_S154	ESP75_1	BH22_S89	BH45_S106	BH61_S116	FH5_S166	BFH25_S143	BFH41_S160	IRL69	BFH18_S136	BH59_S114	BH13_S86	BH03_S78	BH38_S103	BFH40_S159	AHMA5	BFH38B_S157	BH33_S97	BH32_S96	BFH13_S131	AHMA2	BFH4_S124	AHMA3	BFH10_S128	BFH39_S158	CP7	JTH	BFH19_S137	CP6	BH37_S102	FH8_S169	Seafield	SWE41a_2	BH04_S79	CP8	BH25_S91	SWE41	BH01_S76	BFH23_S141	BH58_S113	SWESTP49	ASMA3	CP4	FIN25	BH14_S87	BSE74_S119	BH05_S80	BFH1_S123	SWESTP57	FH3_S164	BH63_S118	BH48_S109	BFH34_S152	BFH28_S146	BH07_S82	BFH11_S129	BH44_S105	FH10_S171	FH9_S170	BFH27_S145	BFH29_S147	IRL69_1	FH7_S168	BFH16_S134	DEU27_2	FH4_S165	SWESTP35	BH02_S77	BH29_S93	SWESTP37	BH39_S104	BH60_S115	BH62_S117	BH27_S92	BFH26_S144	BH35_S100	ASMA2	BFH37_S155	FH2_S163	BFH42_S161	BH46_S107	CP3	BH24_S90	FIN25_2	BH34B_S99	AHMA1	BFH38A_S156	BH49_S110	BFH30_S148
2134_IS91_CP003917.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2274_tnpA_CP013672.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2372_tnpA_JX077110.1	1	0	15	26	2	6	0	1	1	8	1	2	1	128	16	4	3	2	3	1	13	36	80	2	1	5	0	7	2	5	1	1	0	4	0	0	80	2	0	1	2	0	2	2	1	3	1	0	4	7	1	0	3	22	10	58	2	0	0	13	0	3	39	1401	5	2	0	1	21	2	2	0	233	6	29	751	31	1	14	4	0	0	32	46	9	1	0	0	0	2	1	4	0	1	1	3	1	3	2	5	11	235	0	1	3	1	0	1	14	8	16	25	2	6	0	47	1	0	2	33	2	3	7	1	1	35	5	1	0	1	3	6	5	21	5	2	275
325_IS91_LYDO01000032.1	0	0	40	16	0	4	1	2	5	5	0	0	0	122	1	0	1	0	0	3	43	345	263	2	14	29	0	29	0	0	0	0	5	6	2	1	15	0	1	0	5	0	0	3	8	7	0	2	85	0	0	2	0	1	160	53	0	5	11	109	4	0	14	3	72	1	6	0	192	1	22	1	109	2	3	85	4	3	0	1	0	2	8	1	0	0	172	10	0	0	9	0	1	1	2	2	0	3	1	128	54	54	1	0	8	0	0	4	105	0	0	7	0	29	5	144	27	2	3	13	4	10	1040	3	2	66	5	0	1	3	0	0	6	38	66	36	94
679_tnpA1_AF550679.1	0	0	0	3	0	3	0	1	0	2	5	0	3	6	1	1	3	1	0	1	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	9	1	9	1	0	1	4	1	0	2	1	0	0	0	0	16	0	0	0	5	4	3	79	6	1	9	1	0	0	3	0	1	0	0	1	0	0	1	1	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	11	1	11	3	0	6	0	69	0	0	0	1	0	1	0	1	0	2	0	1	0	0	0	2	1	2	1	2	13
728_tnpA_HE858529.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
844_istB_KU254577.1	57	89	914	812	2220	3469	155	17	19	195	440	395	292	840	7	556	215	105	36	388	292	180	116	79	45	287	36	24	147	827	764	5	349	175	23	4	293	31	2	1124	9	37	52	3	21	20	58	15	5851	198	4	89	7	316	2706	128	1425	35	205	210	33	48	133	457	1838	2	277	57	263	2	2106	82	96	2341	169	1781	4413	97	293	3425	149	1	2965	4	368	58	444	72	24	40	2591	150	11	18	209	22	91	180	2	53	1773	719	59	46	53	3	471	9	112	1019	588	18	28	193	1162	18	74	1200	13	33	2	58	374	58	57	173	554	39	11	4186	6	131	5	314	2005	43	63
2602_tnpA_CU459003.1	1	5	0	0	2	0	3	0	0	0	1	0	0	0	0	0	1	0	5	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	2	0	0	0	0	1	1	0	1	0
2281_istB_AM261760.1	0	0	21	112	8	7	0	0	0	8	0	1	1	8	5	5	0	4	0	0	40	1	8	1	1	0	0	3	2	0	0	0	1	0	0	0	15	1	1	0	5	0	3	1	0	6	2	0	9	4	1	0	3	98	4	10	7	0	0	3	0	1	23	24	5	0	1	1	46	1	16	1	188	13	5	23	7	1	102	4	0	0	8	3	3	0	0	0	0	0	3	3	0	0	0	0	0	1	0	3	11	2	0	0	0	1	6	1	9	3	175	5	0	51	0	2	1	0	1	4	0	5	1	0	3	4	2	1	2	5	2	4	5	76	10	1	28
2509_tnpA_GU371926.1	1	0	17	583	5	17	2	2	2	36	11	6	4	146	13	6	0	18	0	1	5	28	59	3	7	6	2	14	6	4	1	0	1	1	1	0	145	8	0	0	10	0	8	2	0	11	7	0	4	3	5	0	3	191	11	118	25	5	1	7	0	9	59	233	24	1	0	3	143	1	395	1	326	45	13	1587	162	1	258	2	6	1	73	91	24	3	2	1	0	2	22	10	0	0	2	3	0	7	0	7	12	141	2	2	0	2	1	4	88	14	404	20	7	41	0	33	4	2	4	9	9	12	5	0	3	47	6	3	1	27	2	9	23	67	22	3	189
2638_istB_JX194160.1	562	4	105	6	92	6	92	265	13	64	7	1	1	76	138	6	5	10	44	43	4	186	29	27	100	441	5	975	0	68	5	5	320	71	137	3	28	10	0	117	55	0	5	0	1	144	0	13	19	3	1	41	20	3	255	126	5	3	2020	430	17	15	74	2	135	45	188	105	5	6	51	45	46	0	4	25	1	25	18	3	1	1	3	2	11	4	443	2604	61	4	0	4	27	2	3	81	61	29	0	125	442	409	38	505	43	3	25	6	77	7	9	5	1	12	102	16	164	121	31	2402	23	30	152	31	17	27	31	71	13	6	3	10	86	2	151	546	26
134_repUS12__rep(pUB110)_AF181950	0	0	0	1	1	1	0	0	0	0	0	0	0	4	0	1	0	1	0	0	6	0	2	0	0	1	0	0	1	5	0	0	0	0	0	0	10	0	0	0	2	1	0	0	0	2	0	0	1	3	0	0	2	1	2	8	1	0	0	1	0	0	20	1	12	0	0	0	0	0	2	0	107	27	30	0	23	0	6	1	2	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	144	0	0	0	0	5	0	1	87	0	0	7	0	0	0	0	0	10	1	2	60	6	1	11
1112_qacEdelta_AF261825.2	366	10	67	56	27	50	9	310	9	319	6	0	8	61	279	40	76	5	0	589	15	432	18	40	218	309	2	331	52	9	11	1	54	51	72	0	15	28	4	22	251	0	4	0	74	151	2	0	29	51	1	43	32	6	76	114	8	39	11	22	116	322	117	85	156	57	208	68	15	132	69	30	299	28	4	67	29	121	15	11	7	1	97	3	27	21	31	9	0	0	60	10	7	1	92	76	1	38	0	139	221	117	2	34	56	1	6	2	76	5	22	179	0	22	5	41	228	1	95	7	11	148	47	147	1	17	62	13	181	48	0	9	294	58	191	193	62
1316_tnpA_KF295828.1	0	0	0	0	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	2	1	0	0	0	0	0	2	0	1	34	1	0	0	4	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	36	0	0	0	0	11	0	0	1	0	3	0	127	0	73	0	2	2	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	61	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	7	0	1	0	0	2	0	0	1	0	0	0	0	0	1	6	3	7	0
1979_tnpA_JX077110.1	1	1	55	73	13	10	0	1	0	11	8	3	2	172	27	16	3	11	0	2	17	40	93	9	3	16	2	4	4	2	2	0	4	1	2	0	105	4	0	0	6	0	3	2	0	7	4	1	4	5	5	0	2	125	12	104	12	1	1	27	3	1	65	1797	15	3	0	2	49	3	9	1	299	51	130	725	229	1	48	5	1	0	78	43	19	3	2	1	0	0	4	11	1	0	2	8	0	3	1	23	23	227	1	8	2	0	2	0	46	11	67	34	1	44	7	193	0	6	6	31	4	9	6	2	2	92	15	1	1	5	2	6	11	40	20	9	349
1610_int3_HE616890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
1835_tnpA_AY365053.1	0	2	0	3	0	0	0	2	50	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2029_tnpA_CYEF01000005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
384_istB_CYCT01000079.1	98	10	279	73	22	1850	21	206	12	283	1	1	0	54	27	1	6	10	57	14	836	846	47	78	91	162	13	135	19	25	18	1	196	12	167	0	10	13	6	46	73	0	1	6	5	80	3	6	145	25	0	39	183	2	253	165	9	133	102	87	145	377	107	14	145	18	96	2599	877	316	781	53	112	245	102	235	50	141	16	12	1	5	248	0	25	26	65	98	4	5	30	8	9	3	3412	23	17	21	1	363	85	99	12	296	55	0	3	3	111	2	34	163	1	61	16	236	99	18	32	96	125	172	119	139	40	229	14	19	66	44	0	5	55	520	172	142	184
927_tnpA_CP009435.1	0	24	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433_IS91_LRLR01000164.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320_tnpA_AJ534881.1	1	0	465	35	115	100	7	28	8	10	282	148	149	122	5	442	0	52	17	16	78	47	149	12	5	14	9	23	168	133	3	3	173	14	23	1	567	1	0	107	12	139	25	0	3	8	38	0	42	205	2	17	9	155	109	43	520	1	10	14	9	9	36	95	132	0	61	2	149	0	502	1	80	405	128	60	63	9	37	532	64	0	76	1	157	27	98	18	8	7	73	35	6	0	1	6	63	53	1	54	67	67	7	214	19	0	63	3	58	312	54	2	20	303	228	101	6	118	5	24	2	15	36	4	21	79	163	17	5	28	1	48	3	59	168	12	34
936_tnpA_KC609323.1	1	0	54	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	14	0	1	0	0	3	0	0	0	0	0	0	0	2	0	0	198	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	3	0	0	0	1	0	0	6	6	16	0	4	0	73	0	72	0	8	0	0	0	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	0	0	0	1	0	0	0	0	24	25	0	0	1	1	0	3	0	0	0	2	0	3	0	1	10	0	0	0	1	2	0	2	14	2	0
1506_tnpA_KX118608.1	0	28	11	0	0	1	0	0	0	2	0	0	0	3	0	0	29	5	0	0	86	1	17	0	0	1	0	0	3	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	3	1	2	0	1	0	0	0	3	13	4	0	0	0	99	0	25	0	11	9	43	43	2	0	2	2	0	0	2	3	0	0	1	3	0	2	1	0	0	0	0	0	1	0	0	12	2	4	0	0	0	0	0	0	3	1	6	0	0	1	0	5	3	1	0	4	0	0	4	0	0	2	2	0	0	0	0	1	0	90	3	5	13
2390_IS91_CWZN01000206.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
626_int2_KF719972.1	0	0	47	85	12	42	0	1	0	2	14	2	4	84	0	11	1	17	1	0	6	3	88	0	17	2	4	0	6	5	22	1	2	0	2	0	14	1	1	3	1	0	4	0	0	1	3	0	3	4	1	0	2	5	0	210	19	1	0	13	0	0	6	4	3	0	1	0	10	0	1	1	67	70	56	8	4	0	57	8	5	0	41	0	21	2	0	0	0	0	5	36	0	0	1	0	0	1	0	4	15	3	1	0	0	0	5	0	12	10	59	0	0	25	3	142	16	14	0	3	3	0	0	0	2	67	3	0	0	8	0	38	2	15	0	0	477
1348_istB_AB270530.1	0	18	26	90	5	66	30	3	2	2	4	11	2	7	2	1	24	3	13	11	10	3	2	1	1	3	2	1	40	4	0	0	4	9	48	0	5	0	1	9	1	389	4	0	0	0	3	1	138	52	0	2	0	0	2	7	22	0	0	1	2	0	2	25	8	0	26	0	7	0	30	0	2	23	2	10	11	0	2	8	0	0	63	0	11	9	5	2	11	3	17	4	7	1	1	0	16	10	0	4	18	4	1	0	2	0	2	0	13	17	4	0	3	2	8	1	0	7	1	1	0	5	1	0	23	0	13	1	0	65	0	9	0	18	0	0	0
2229_tnpA_KR780671.1	0	0	3	0	10	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	37	0	1	9	0	1	0	0	0	0	31	0	0	0	0	0	0	0	0	0	1	5	0	0	0	17	0	0	0	0	2	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	35	0	0
68_rep14_1_CDS2(pEFNP1)_AB038522	0	0	0	0	0	1	0	0	0	0	0	0	0	41	0	1	0	0	0	0	1	9	0	0	0	1	0	0	0	0	4	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	312	4	162	0	0	0	1	2	0	40	0	0	0	1	0	3	1	0	0	10	2	8	0	47	1	3	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	39	0	4	0	0	0	0	6	0	0	2	0	2	0	0	0	0	1	0	3	0	2	0	0	0	0	0	1	0	0	0	0	34	0	0	25
673_tnpA-ab_EU250284.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
169_IncY_1__K02380	0	0	4	0	3	0	0	1	0	4	0	0	2	39	0	0	0	2	0	0	0	4	27	6	8	1	0	2	2	0	4	0	0	0	0	0	32	0	0	0	13	0	0	6	0	3	0	0	0	0	5	0	1	1	5	16	0	0	0	17	0	0	12	0	3	4	0	0	0	4	0	0	59	0	7	77	0	0	1	2	1	0	2	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	7	0	0	0	0	0	2	0	1	3	0	3	0	1	1	48	10	0	5	0	0	2	0	1	0	4	1	0	2	1	0	4	10	1	8	1	42
278_tnpA_AB304081.1	1962	2874	2437	426	33	142	646	1623	674	1880	18	17	19	1023	2355	59	2209	34	349	2508	838	1074	2499	667	1279	1480	7	2273	238	29	440	31	1735	1178	787	10	915	72	61	98	445	620	17	9	224	628	17	29	796	244	9	712	632	21	1245	963	52	223	2154	848	518	5419	593	547	645	233	1375	1598	1072	731	1643	830	929	189	217	2332	130	1237	68	31	7	32	285	19	65	1933	1374	2135	2	44	74	29	93	13	3128	461	51	125	7	1614	1020	1895	183	2288	679	7	183	14	1480	34	122	472	9	207	40	3739	1617	29	290	2856	396	890	2421	1056	49	1972	250	326	527	260	6	28	507	851	695	1425	1053
761_IS91_LRLP01000112.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1836_IS91_CXHA01000390.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1196_IS91_CP003740.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
2525_tnpA_CP010516.1	0	0	0	0	0	1	188	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	3	7	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	10	0	0	2	0	0	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
405_tnpA_ISSod6_AE014300.1	0	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1440_istB_KU130294.1	2	2128	405	194	257	276	32	8	0	322	19	8	22	142	3	44	816	13	1	525	180	682	26	37	49	78	4	10	16	79	442	0	476	82	11	3	72	44	3	97	2	2	15	2	13	9	10	1	3074	21	1	26	1	43	3203	69	19	4	99	224	30	51	40	265	195	4	69	107	69	7	1478	0	14	84	66	2141	189	139	69	125	7	6	55	5	41	36	64	24	1	10	41	12	13	3	225	2	2	54	0	46	355	159	23	7	26	2	29	6	50	11	202	6	5	51	98	51	68	78	5	13	0	239	371	65	31	22	175	38	4	113	4	15	3	69	242	15	31
1938_IS91_MODU01000004.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38_rep7_15_rep(pS0385-2)_AM990994.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
1338_tnpA_10_CQHS01000038.1	0	0	28	124	6	516	0	3	0	0	17	11	4	1	0	14	0	4	0	0	20	0	1	3	1	0	1	0	2	14	0	0	0	0	0	0	14	0	1	6	0	0	9	0	0	0	7	0	29	5	0	1	0	6	0	1	25	0	0	0	0	0	0	103	0	0	0	0	16	0	81	0	1	64	7	0	109	0	28	22	3	0	102	0	21	0	0	0	0	1	86	3	1	0	0	0	2	36	0	2	0	5	1	2	3	1	20	0	8	22	23	0	4	20	2	0	2	0	0	0	0	7	2	0	6	2	79	0	0	93	0	16	0	153	0	8	1
708_IS91_MJHW01000008.1	0	0	0	14	3	8	1	1	2	0	8	1	9	4	7	3	0	0	0	0	17	0	2	1	0	6	1	0	0	7	0	0	0	0	0	0	10	1	0	8	4	0	1	49	0	2	1	1	3	0	853	0	38	2	2	25	4	0	5	1	0	0	21	3	5	1	0	0	48	7	12	0	24	68	31	0	5	0	73	1	1	0	9	2	9	1	0	7	0	0	12	3	0	0	1	2	0	51	1	1	0	0	0	8	0	0	7	2	1	5	42	1	0	5	7	0	0	2	2	10	9	0	0	0	2	0	10	2	6	47	96	3	4	8	14	5	30
1524_tnpA_JN849689.1	4	2	2986	18	126	17	5	4	9	77	39	11	25	706	0	23	2	135	34	3	2226	9	2190	16	182	14	3	10	21	273	0	0	214	2	2	2	313	2	1	278	13	2	5	1	2	5	8	2	1440	19	2	31	3	50	240	328	89	3	17	73	19	18	128	10	162	2	86	0	1758	1	3464	1	116	142	1047	161	3	10	21	325	12	1	86	4	11	182	518	28	51	36	16	42	21	1	2	1	30	59	1	116	64	102	31	4	31	0	109	2	118	68	36	1	5	110	331	1686	186	384	6	34	1	96	526	22	66	1109	103	6	2	9	3	21	6	1211	124	46	346
232_pESA2_1__CP000784	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
