"Cluster_name"	"AHMA1"	"AHMA2"	"AHMA3"	"AHMA4"	"AHMA5"	"ASMA1"	"ASMA2"	"ASMA3"	"BFH1_S123"	"BFH10_S128"	"BFH11_S129"	"BFH12_S130"	"BFH13_S131"	"BFH14_S132"	"BFH15_S133"	"BFH16_S134"	"BFH17_S135"	"BFH18_S136"	"BFH19_S137"	"BFH20_S138"	"BFH21_S139"	"BFH22_S140"	"BFH23_S141"	"BFH24_S142"	"BFH25_S143"	"BFH26_S144"	"BFH27_S145"	"BFH28_S146"	"BFH29_S147"	"BFH30_S148"	"BFH31_S149"	"BFH32_S150"	"BFH33_S151"	"BFH34_S152"	"BFH35_S153"	"BFH36_S154"	"BFH37_S155"	"BFH38A_S156"	"BFH38B_S157"	"BFH39_S158"	"BFH4_S124"	"BFH40_S159"	"BFH41_S160"	"BFH42_S161"	"BFH6_S125"	"BFH8_S126"	"BFH9_S127"	"BH01_S76"	"BH02_S77"	"BH03_S78"	"BH04_S79"	"BH05_S80"	"BH06_S81"	"BH07_S82"	"BH09_S83"	"BH10_S84"	"BH11_S85"	"BH13_S86"	"BH14_S87"	"BH20_S88"	"BH22_S89"	"BH24_S90"	"BH25_S91"	"BH27_S92"	"BH29_S93"	"BH30_S94"	"BH31_S95"	"BH32_S96"	"BH33_S97"	"BH34A_S98"	"BH34B_S99"	"BH35_S100"	"BH36_S101"	"BH37_S102"	"BH38_S103"	"BH39_S104"	"BH44_S105"	"BH45_S106"	"BH46_S107"	"BH47_S108"	"BH48_S109"	"BH49_S110"	"BH50_S111"	"BH52_S112"	"BH58_S113"	"BH59_S114"	"BH60_S115"	"BH61_S116"	"BH62_S117"	"BH63_S118"	"BSE100_S122"	"BSE74_S119"	"BSE79_S120"	"BSE93_S121"	"CP1"	"CP3"	"CP4"	"CP5"	"CP6"	"CP7"	"CP8"	"DEU27"	"DEU27_1"	"DEU27_2"	"ESP75"	"ESP75_1"	"ESP75_2"	"FH1_S162"	"FH10_S171"	"FH2_S163"	"FH3_S164"	"FH4_S165"	"FH5_S166"	"FH6_S167"	"FH7_S168"	"FH8_S169"	"FH9_S170"	"FIN25"	"FIN25_1"	"FIN25_2"	"IRL69"	"IRL69_1"	"IRL69_2"	"JTH"	"Seafield"	"SWE41"	"SWE41a"	"SWE41a_1"	"SWE41a_2"	"SWESTP30"	"SWESTP31"	"SWESTP33"	"SWESTP35"	"SWESTP37"	"SWESTP49"	"SWESTP53"	"SWESTP57"
"647"	"tet(G)_1_clust"	0.00595771525199533	0.000443928716611792	0.00109311266480671	0.00170641907023825	0.00501254832519553	0.000268180178071638	3.3661709870597e-05	0	0.00510134974848879	0.00231818615771182	0.00184370583001096	0.0292243315065382	0.00387444943465138	0.00850462651023516	0.0349808922911979	0.00941373236123836	0.00661001349618174	0.00381275788479883	0.00161291953899948	0.00264694155422844	0.00233130802399805	0.0211639072959888	0.00151292574325818	0.00563640090182414	0.00604365324464412	0.00223389587926061	0.000120007680491551	0.00469266434412683	0.00303241241971494	0.00156383459603389	0.000641243888774414	0.0122307110386743	0.00184030692689968	0.00817091360006869	0.00291223372121056	0.00321420815779448	0.000550197979892438	0.00488510367238868	0.00482079114150796	0.00613357691514794	0.00526902073384422	0.00364796617454941	0.00252984565142232	0.000987363210315046	0.018206090436979	0.000767580543351968	0.0170150837263662	0.00147463636364628	0.00184090940394797	0.00684839761460949	0.000323498964803313	0.0103256689750954	0.00130209550416571	3.40224424402133e-05	0.000526567479528222	0.00666815022044121	0.000117041945705305	0.000982832079284759	0.000686356225007447	4.26277705447631e-05	2.10876795040791e-05	9.31382510329879e-05	3.27380952380952e-05	0.00795502594819227	0.00966261223208211	0.00746634086270175	0.00662622779644619	0.0161112635914983	0.00808168125958173	0.0159259568238684	0.0163689454153425	0.00833497840171173	0.0140543019311254	0.010369206223326	0.0132534520724947	0.0072623634879406	0.00457799074371606	0.00348870528256942	0.0088115709093688	0.0163498735317693	0.0070194183148982	0.00752896147811326	0.00307854268053971	0.000920327417587587	0.000543241770779952	0.00038061285761055	0.000384953522275021	0.000906521948084932	0.00111840505807882	0.00200134636027873	0.000133615789013381	0	0.000154091838735887	0.000802595481595883	0.00378341147590861	0.00180853942961257	0.00176516548220509	0.00343588553615508	0.00200730976808104	0.00123969695465923	0.00339684684481772	0.000795960123105802	0.00128357717149458	0.00132698964954213	0.000415575256901068	0.0026167142553911	0.00292701572509702	0.00100131679406721	0.0022817451498099	0.00323074124709433	0.00235356512566768	0.000750409814050045	0.000110093739786115	0.0017876945941999	0.000913908277099192	0.000842900270877372	0.000254005917024907	0.0007544274172907	0.000696268734025923	0.00110915089839957	0.000823339010358504	0.000754744353272801	0.00105822774233876	0.00047956494111334	0.000350624836368821	0.000548284057925571	0.000372541260814442	0.000383055567639753	0.000632558553129606	0.000901372610494871	0.000889325523459502	0.000631524350805374	0.000662769223642247	0.000385216053153676	0	0	0.000566826502371302
"646"	"tet(E)_2_clust"	0.000671163770291063	0.00163116829022114	0.00641318297247272	0.00655597588261374	4.44526883975654e-05	0	0	0.000212240180635688	0	0	0	0	0.00010412532713693	3.58869157610114e-05	9.86110550944437e-05	8.92674272605751e-05	0	0	0.00463203919337383	4.45427354139245e-05	8.75409314678977e-05	2.6085036745517e-05	0.000807847714135588	0	0.000711980463027784	0.000522997675793775	0.000118000863092027	0.0010488104714802	0.000190005477942672	0.00121496663670531	0.000828394731105538	0.000117349981384026	0.000535867729404517	0.000206616919687532	0.0134383078324697	0.00327631656597659	0.00672903779863415	0.000489516932332571	0.000498438661970992	0.00028497807958593	0	0.000130979889839177	0.000873138538389338	7.06824584130117e-05	3.10640218193689e-05	0	0	0	8.9967539711672e-05	5.09928540468624e-05	0	0	3.81672900079076e-05	0	0	3.77175531320313e-05	0.000114045369538015	0.0101190117997086	0	0	0	2.9975529068088e-05	0	2.70980478812652e-05	0.000104780705414191	0.000131739287949149	8.66242680249352e-05	0.000121339531580437	0.000162630208651042	0.000104509161493116	0.000158692649558445	0	0.000130485053209699	0.000141973404509333	2.63893766925187e-05	8.57024209375689e-05	0	0	0	2.96779056895513e-05	0.0127476550238241	6.18867933020486e-05	0	0.00146671454695247	9.60476552296129e-05	0.000105556039854903	9.30674480948036e-05	4.74220919695429e-05	6.76186761554111e-05	0	0	0	0	0	0.000103267651351886	1.90021914709182e-05	1.16111027898208e-05	0	5.62303625043674e-05	9.5853215613966e-05	0.000136087316450023	9.61862165151734e-05	0.000112769159480196	0	0.000445827861809575	7.23426014070636e-05	3.93149196546006e-05	0.000921333647661287	0	8.82408481004393e-05	0.000201791070861853	0.00317714327992656	3.03927265232075e-05	7.58111618017721e-05	0.000126117284488491	0.00010432498626981	0.00551282018035669	0	0	0	1.85068255696359e-05	0	0	0.00171559809221158	0.000857274310867636	4.68076342400398e-05	1.80076028099063e-05	0	6.22612745060781e-05	0.000283432889413166	0.000166491976221919	0.00025589652121139	0.000597129623598577	0.000571651034383341	0.000121661565176036	0	0.000274162262935318
"645"	"tet(D)_1_clust"	0.0141875333959796	0.0111204289349216	0.004959658815861	0.00797523519100673	0.000319834279559192	0	0.000302188413167435	0.000218150666678707	0	0	0.000588577019507124	0	0	0	0	0	0	0	0.000897451706012516	2.28915830101941e-05	0	0.000214491643922631	0	0	8.42605182021869e-05	0.000114889984446955	0	0	6.45710292852679e-05	0.000117381812021698	0.0130230726792478	6.03089777745752e-05	0.000121961692446171	0.000117743133262519	0.0022682681410183	0.000292337825591253	1.44074195591199e-05	9.47194603767322e-05	0.000207771386714701	0.00179120268155427	7.70485598548485e-05	0.000669034934484537	9.07798264993724e-05	0	3.19290958447184e-05	0	0.00413398687200092	0.000586565633728939	0.00120214854328659	0.000104825816420386	0	0	0	3.3764044143199e-05	0	3.87679153711512e-05	0	0.000191339525776168	0	0	2.09275199129089e-05	0	0.000129957805907173	2.78526770627688e-05	0.000107698649109269	0.000112839980817203	2.96788631376571e-05	3.1036923458916e-05	0	0	9.78671631200941e-05	0	0	4.8642364751721e-05	0	0	0	0	7.9332055005447e-05	0	0.000193213486081768	4.24068153259607e-05	2.86017575780032e-05	0	0	0	2.39147999534748e-05	7.31140607834219e-05	3.47508639482239e-05	0	0	5.38886241114501e-05	0	6.65579912971104e-05	2.12286918728434e-05	7.81254656930915e-05	2.38688999122392e-05	0	2.88981356668015e-05	9.85225456690385e-05	9.99122070139408e-05	0	0	0.000220043694390743	0	0	4.04097655183996e-05	0.000215210922862693	0	0	0	0.000254201169523459	0.000187434637495021	1.93030532353766e-05	2.16049018997162e-05	1.78170833434567e-05	0	6.517606053671e-05	0	0	0	2.88532239309014e-05	0	0.000146666823809692	0	1.603704599279e-05	0	0	0	0	0	0	0	0	0	0	0
"644"	"tet(C)_1_clust"	0.00528014710333442	0.00202080381410595	0.00361094638178492	0.00173821416652627	0.000273922296676542	0.000264802593964943	0.00120905592393242	0.00120208973845289	0.0133868340378838	0.022590180368657	0.0234108549143748	0.0272566504185257	0.00144706665276127	0.00410324395957877	0.00999493191637332	0.0060561606074465	0.000649553013925985	0.0106607340401506	0.0040196024734437	0.0964109796727223	0.00223301514073654	0.0591378030962904	0.00810124607938786	0.031750305331938	0.0156707080870585	0.0574758333844933	0.00179104661690792	0.0146208944545714	0.00925242374135122	0.00904649430286848	0.0474958476268981	0.0115962511748365	0.0101033989528155	0.00835010311229453	0.0193972746564697	0.00447269384248892	0.0517872721355478	0.00348219058244222	0.00396740195791106	0.00236426858109848	0.0112926123260494	0.00808537060386981	0.0108563757742422	0.00894865930278692	0.0429927263628985	0.0113401138967816	0.0120075369436516	0.00570551716932473	0.0680086015753569	0.109193999407351	0.00118208857667844	0.0255574403713002	0.00958318642269705	0.0139681408457753	0.000392107291614035	0.00559086380728832	0.00116231201748908	0.0297437050744394	0.0130092616166483	4.21979983790488e-05	0.000125994901218327	0.000185103476234326	0.000194366978529447	0.0281540624150706	0.0847317073417057	0.0837276870383335	0.0535140326143589	0.0172584551906829	0.0725016450319851	0.0543174317646978	0.0639784463658944	0.0778000910266445	0.0670214452300251	0.0647540025309102	0.064024146123076	0.0374474592665027	0.0717680320334026	0.0607311962702038	0.0407581125800848	0.134963389152925	0.0553037917381657	0.0677842031113724	0.0813517616216556	0.00329090078020621	0.0570966684598661	0.0458574534519959	0.0661530114780853	0.0319398284048395	0.0267625486222541	0.0239106774586002	0.000354625952200921	0.000540958694047898	0.000304949172040709	0.00456581772837651	0.00527267757160876	0.000823125155479547	0.00174470816248416	0.00334094880011881	0.000982354448794926	0.000756744006254957	0.00138122539939367	0.0010908171116006	0.000347447907793921	0.000221727702255979	0.0036268914738164	0.00506714822620087	0.00453642747937176	0.00291119501035641	0.0113802816428022	0.00392466651384584	0.00207729645631198	0.00138994471882337	9.40380924828354e-05	0.00056162291933547	0.00117065793883515	0.000660207178158857	0.000688725870920724	0.00192789617764903	0.0015596016217683	0.00245089499396209	0.00150411577655228	0.00138676576942144	0.00113082752830899	0.00719467594741343	0.00192750555609191	0.00061061168033496	0.000390021090078034	0.000598895024306273	0.000441646012295376	0.00407264327301537	0.00607775594210949	0.00523743024346611	0.00498065911042142	0.00470768270346965	0.00268851154613933	0.00136152978002462	0.00162021733692989
"643"	"tet(B)_1_clust"	0.0018321782644275	0.00309540782581007	0.000118539646970458	0.00230926637257321	4.48950037050039e-05	0	3.29918250970527e-05	0	0.00025665097429281	3.48398065693939e-05	0.00105459842023189	0.00177051319058858	2.62903500109412e-05	7.24879989998539e-05	6.55904969762142e-05	0.000119474980387484	7.0973131968732e-05	0.000444310574245451	0.00240497573863598	2.24929733557877e-05	4.3803121239758e-05	0.00134357405684745	0	0.00183206397472228	0.00066234636198734	1.88149020964126e-05	0.000234044829615364	0.00025871538677538	0.0115472917793978	0.0104524926671996	0.00026233878089465	0.000335799988189281	0.0056473648727057	9.25543037585972e-05	0.000154299526240338	0.000191498243961103	0.00145812404169849	7.97743856051369e-05	0.00023556170422591	0.00192650026207909	2.52356394217787e-05	0.000350605371968679	0.00100667536812826	0	0.00445498255206532	0.00016303830218603	0	0	3.63450956447153e-05	0.00185400884265906	0	0	0.000308376512302696	0	0	0.000152371408672684	0	8.3558996884009e-05	0.000223725151617373	0.000104182869132353	6.16893310865598e-05	0	0.00073424543946932	0.00016420608119095	0.00120638561427622	0.00155225147741078	0.000291620670133696	0.00173829933253108	0.000406878852402953	0.000664403516642854	0.000480815042692005	0.000251510173647768	0.000735282055867727	0.000238976792001614	0.000213215660441046	0.000562608678741901	0.000276695252520352	0.000431083798618822	7.79506510625661e-05	0.000749330205843148	0.000355967010271914	0.000395849687837482	0.000168622302138974	5.28691504318895e-05	7.24194822326795e-05	0	4.69967461772267e-05	0.000287363721487081	3.41457494018618e-05	0.00196151857201448	0	5.29502649851313e-05	0	0.000653990212993996	0.000312885570513924	0.000307060288047474	2.3453272301827e-05	0.000468439958906743	5.67898685989383e-05	0.000451765901782573	0.000608669141734181	0.000291429879889257	0.000113891240669053	0.000648636263315997	0.00040523756394333	0.00018265607071684	0.000198530564424973	0.000713689207814248	0.00223633728613209	1.78237732978997e-05	1.85271765648829e-05	0.000266426433066046	9.20854251374793e-05	5.69007912535355e-05	0.00382116548524832	0.00168065621986039	2.25378338519084e-05	0.000128082308019903	0	0.000135388299136579	0	5.67016092174431e-05	0	0.000864677543355648	3.60475550581929e-05	6.30311757925577e-05	1.81867829373681e-05	0.000106915777651562	0	4.75630353061338e-05	0	5.14048786434293e-05	2.23207640472902e-05	0	0	0	0
"648"	"tet(H)_1_clust"	0.000322685550680266	0.000219745612536739	0	0.000838017276880226	0	0	6.74947261527491e-05	0.000217073707558213	0	0	0	0	0	0	0	0	0	0	1.33942954687125e-05	0	0	0	0	0	2.82297749701983e-05	0	0	0	0.000106871302575994	0	0	0	0	0	0	0	1.41918471966393e-05	1.36002133219953e-05	1.60637498047185e-05	3.62502572809712e-05	0	0	1.3034544335606e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37903139034596e-05	0.00027407092612366	0	0	0	0	0	0	0	0	0	0	0	6.55621111280764e-05	0.000358467637351924	7.73481422700538e-05	0	0	0	0.000179568336757593	2.00841332165428e-05	0	0	0	0	0.000183111572140074	3.98051306228624e-05	0	0	7.25640755474294e-05	0	0	0	0	0	0	0	3.27538726615782e-05	0	6.78629629088587e-05	5.62127519795923e-05	2.84215048695912e-05	0	3.61180769356786e-05	0.00012758450580028	4.77128398432004e-05	0	2.67956001346183e-05	0	0	0	5.15330703607445e-05	0	0	0	0	0
"660"	"tet(S/M)_1_clust"	0.0167299967277118	0.00307094375596582	0.00617614246355887	0.0100801914746225	0.000394795438830878	0.000492781077206635	0.00296129922654198	0.000706598359131378	0.0165775585906258	0.0176552694721299	0.00689834098627936	0.00624334208255799	0.014794800847498	0.000955985533030813	0.00090621899392373	0.0125478229134028	0.000668008815000178	0.00748979759727684	0.000964991660121755	0.00375749696966966	0.000852928901390414	0.0047971640065876	0.000349796482046809	0.00920612147297944	0.000779530564058059	0.00190179963848123	0.000514532930107527	0.00149163880915833	0.00997227306386322	0.0128921930965499	0.00324886476818978	0.00378326949330326	0.0062279846825452	0.00159828031720574	0.00238959305465268	0.000673501829075437	0.000569024141738264	0.0123812136494224	0.0120797559839191	0.0388322101052244	0.00155316557511017	0.0302001364577339	0.0161967337905644	0.00970611929872003	0.00794008663777577	0.00743294700331706	0.00245224515899728	0.000362020977067079	0.000570466123497061	0.0165241120599771	0.000594429347826087	0.0215188713832506	0.0221486919730808	0.000604323633844289	0.000296021361069172	0.000215343654913191	0.000394285054594748	0.000327932627160629	0.00327860863359662	0.00081125140764555	0.000374369655971109	0.00142455797290559	0.000320833333333333	0.00895495954401811	0.0141274550887227	0.0169177377717559	0.0105117870747451	0.00386779801849663	0.0134925522048793	0.0143618200124695	0.0129443725915664	0.0134244583342001	0.0221462497121871	0.0165055191610719	0.0105757485568935	0.0266881075823758	0.00587885917172684	0.00642302328436271	0.0277070349060014	0.00523213281373532	0.0143959595363695	0.00484067812941499	0.00712879580432776	0.000597494402340976	0.00338084072237702	0.002549188641872	0.00234636890800792	0.0253969105446166	0.0203877122893758	0.0172395529437915	0.000272798902568986	0.000199556311162714	0.000188518623249327	0.0003284708620285	0.00286864526933567	0.000542172847083243	0.00177498489556315	0.000788195168414793	0.00675774466944733	0.00314074624646508	0.00106005689871942	0.00305090655509066	0.00178789383099134	0.0020371232644768	0.0100901699221526	0.000986507384725359	0.00117200556487588	0.00590803152541432	0.00702349678925861	0.000895471033682982	0.0048517060719484	0.0401207313090107	0.000809626746946987	0.00115552715385184	0.000813184065913295	0.000813398627167988	0.00111782086963962	0.00492641929498231	0.00331268198735007	0.00597296081758046	0.000774493613767274	0.000712313965794128	0.000787628042205792	0.00282790193170371	0.00107481051073565	0.00255303517446484	0.00134736173403108	0.00115831900824176	0.00135712484727084	0.00645172525555264	0.00522606132988311	0.00723053887582908	0.00632171080127208	0.00460274333767273	0	6.81734474161378e-05	8.69608427747963e-05
"651"	"tet(L)_1"	0	0	0	3.30118090314865e-05	0	0.000228040411722521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2572075853734e-05	1.27091094142744e-05	1.72249068842785e-05	0	0	0	0	0	1.15941081031327e-05	0	0	0	0	7.7783148518985e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.386509206029e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114058162960341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14172426273473e-05	0	0	0	0	0	0	0	0	1.94640935943832e-05	0	0	0	0
"652"	"tet(L)_2_clust"	0.00791861302178966	0.000135550538777304	1.15354485795507e-05	0.000629957375396057	0	0	0.00011557920426157	4.6933286131857e-05	3.21113263821069e-05	0.000122053178569903	0	0	0	0	0	0.000313914654351428	0	2.99334424076875e-05	0	0	0	0.000369168624616293	1.87589868032477e-05	0	2.41705916411502e-05	1.64784109864006e-05	0	0.000102994241912956	0.000963172797036603	0.000707103943877987	0.000114880381176089	0.000190299570392541	0.00053790022036104	0.000222916738137536	0	0	1.23985418863886e-05	0.00019795866057571	0.000330094309712647	0.00334327774844953	6.63054055395755e-05	0.00133061995200314	0.00075890013687306	0.00071898997457593	0	0	5.51561302609435e-05	0	4.77474785920769e-05	4.51047902898173e-05	9.20926610042836e-05	0.000246324161717091	0.000303841563592362	2.90562035654981e-05	0	3.33623672583981e-05	0	0.000128069181498694	0	1.82490254427913e-05	0.000126066650455758	0.000768914769602764	0.000167755991285403	0.000167783555726701	9.26818440047088e-05	3.8842520629887e-05	0.000842840917209936	0.000106837340011083	0.000213810847929395	0.000275634895449357	0.000308811055742054	0.000330415326164715	0	0	0	0.00416935742818282	0	3.43227742215818e-05	0	5.25020902394677e-05	2.0784130447249e-05	0.00016422247111524	0.000369205694225858	4.63037003782561e-05	2.11420710657496e-05	0	4.11605489395319e-05	2.09731692152881e-05	2.99054275807156e-05	0	0	0	0	0	3.65373999554386e-05	3.36160772862431e-05	0	9.84642423427508e-05	0.00308372698248352	0.00141308662088853	5.15886559091589e-05	8.50797470700662e-05	0	0	0	3.1994658138636e-05	3.47752884090802e-05	0.000601910723801704	0	6.24414541678054e-05	1.62264160764334e-05	0.00348552816395964	0	1.6611559973799e-05	0.000185924537045488	9.19967048452992e-05	5.92170536501123e-05	8.4132496444446e-05	0	0	1.63698718546235e-05	2.48301164546973e-05	0.000129202088174217	0.000504866190891751	0	2.7601887438571e-05	3.18565871059781e-05	4.68193274683309e-05	0	2.08282572909213e-05	2.45445687531224e-05	0	5.86467133791547e-05	0	0	0	0
"653"	"tet(L)_5_clust"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"650"	"tet(K)_1_clust"	0	0	0	8.44972358726317e-05	0	0	0.000611705654869385	4.68312572489617e-05	0	0	0	6.16550851192489e-05	0	0	0	0	0	0	0	3.93138056044638e-05	0	0.00016364912183389	0	0	0	0	0	0	0.00505465583447635	7.55964387204959e-05	0	0	0	0	2.99654152408772e-05	0	0.000125053354375369	0	0	2.07851074974717e-05	0	7.22866084553227e-05	3.46119994857646e-05	0	0	0	0	0	7.23239642680987e-05	0.00022989927511351	0	0	0	0	9.56274538909492e-05	3.32898403730537e-05	4.98700464309562e-05	1.82558243192237e-05	0	0	0	0	0	0.000422425450170692	0	0	0	0	0	0	0	0	4.58980413755941e-05	0	0	0	0	3.42481594950131e-05	0	0	2.07389475549724e-05	0.000220455641600529	0	0	2.10961100416936e-05	0	2.05355347426577e-05	0	0	0	0	0	0	0.000114306115488516	0	0	0	0	2.48147034530143e-05	0	0	0	0	0	6.11507134779349e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33587731608303e-05	0	0	0	0	0	0	0	0	0
"649"	"tet(J)_1_clust"	4.01294356706906e-05	0	0.000942177277591423	0	4.52325601238385e-05	0	0.000531838142917903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13079002236264e-05	1.45256315001788e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.28385361501082e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126095237440198	0	0	0	8.5825290138245e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"659"	"tet(S)_3_clust"	0.00161590739237368	0.000154399503484	8.20894712870352e-06	0.000377881575732166	0	0	6.17195640237125e-05	0	0.00011447014361851	0.000108672027820039	2.12027289288932e-05	8.49280334733288e-05	4.91061894392208e-05	0	0	0.000260943370864166	0	2.12356260666593e-05	2.50597438167223e-05	1.40188764170956e-05	0	1.64194184785735e-05	1.34117989761537e-05	0.00113831486528339	6.89898282944353e-05	1.17264971205548e-05	0	1.4613402484713e-05	6.59882739027321e-05	0.00113414071560013	0.000354869623518441	4.92834852106196e-05	0.000383441238457552	2.87979251305101e-05	9.61688485584165e-05	2.37966905942391e-05	8.86437807765163e-06	0.000364846960367587	0.000451059375661929	0.00777331290940004	3.14078989383107e-05	0.00175114961333052	0.00108940706261201	0.000156067622224221	3.91069546005079e-05	4.0740794781422e-05	1.96253207672659e-05	0	0	6.42464243784173e-05	0	0.00013160540782578	0.000264646294110347	0	2.68271978312475e-05	0	0	2.60599085928356e-05	0	0	0	0	0	0.000102396353352528	3.94914402373452e-05	8.30534304944066e-05	3.64357875316358e-05	7.63837057088586e-05	0.000151996987461917	0.000109006407746739	0.000120086618503738	7.84691516011803e-05	6.55434538545487e-05	2.99279346992676e-05	1.66886089363903e-05	0.0011351836855744	0	4.87745855075331e-05	0.000218814740670445	0.000243348258902592	0.000133322449637247	0.000195281449294679	0.00306954356295673	3.31049820461364e-05	3.01608806464378e-05	1.66119841140243e-05	1.46454976459265e-05	0.000463539474002594	0.000447544150366408	0.00122824060116795	2.70684182394033e-05	0	3.12165378731098e-05	2.04753945189709e-05	0.0001694730940344	6.0084811037327e-05	4.39546232843783e-05	0.00204722666910057	0.000265571586163883	5.01552546937864e-05	0.000122526169812813	0.000362709264551722	0.000355360862466381	0	0.00202395299506641	0	2.48627061990153e-05	0.00320240321163239	0	0.00210297892888549	0.00116776597584893	0.000187115695320844	0	1.17847079257709e-05	0	1.09622241754913e-05	0	0.00297749857514821	0.00137944376544239	0.00333932689027384	2.34073868575457e-05	0	4.61867277819046e-05	0.000358966949081722	6.75757907014847e-05	0.000846136485904831	0.00137382134894632	0.000967938880644133	0.000578206846599176	0.000801821663960166	0.00052454549755061	0.000481004268714257	0.000306511071281677	0.000830761487125308	0	0	0
"658"	"tet(Q)_3_clust"	0.009379211913502	0.0193324505111733	0.013928681111449	0.0169239548674762	0.0196390066078866	0.000818743222773226	0.00164980450015147	0.000167109552988542	0.00572357646685897	0.00362891345689544	0.00536821799878196	0.00268868309114904	0.00157481503559225	0.00406570277144185	0.000736826900304231	0.0211618995695086	0.000664852725273989	0.0554917473556234	0.00174505274463413	0.00320257416237846	0.00155850361621157	0.0344707721785969	0.000360787630473021	0.00800749325808413	0.00325887688212041	0.0010115544794608	0.00204881144069043	0.000264505260847818	0.00175261363314862	0.036395459075028	0.00527696642314462	0.0258592689857759	0.0113996585122852	0.0114312944353644	0.000439720075300049	0.00680911878532188	0.000680094032879736	0.0152826105518451	0.0146883775515786	0.0239752114903274	0.0182023437503736	0.0175538321792554	0.0255117827190535	0.00376823597739106	0.00524844374285751	0.00968390474260619	0.00458271891515953	0.00023097951012211	0.00080723657953365	0.0187936833223446	0.000260754223333824	0.0089841441849886	0.0688926312091628	0.00335670169625831	0.00109512307727007	0.000950314071514582	0.00121064752891027	0.000691708672789417	0.00158304791059177	0.0704313177020065	0.174717446547447	0.0075410642672952	0.379538348671851	0.000974415153712577	0.0116298672192326	0.0292299633339668	0.0379695604977289	0.0025894659317026	0.0417207229836485	0.038465825993878	0.0381412193063148	0.0166096303987658	0.0111595262894339	0.014755888243343	0.00676298870479343	0.0286647567259043	0.0090754009609082	0.00890985770187292	0.0360748889686213	0.0142848029471482	0.0261879776734896	0.0217106312840397	0.0234883821401841	0.00138449583693101	0.0066692072671034	0.00640081305449993	0.00722564260153819	0.0196199530156892	0.0149037204774281	0.0134618920240987	0.000270329823062726	0.000198934640411428	0.00068997300999911	0.00148942083549754	0.0153513356062848	0.0115722795662676	0.00322487748004372	0.00200143376969912	0.00467155395711631	0.00912588830711437	0.00414626606635648	0.0020024963377969	0.00106547989783196	0.000541540556288745	0.00236438722509888	0.00164289134287526	0.00198457537130247	0.016346401852879	0.0167760874915697	0.00795122659462753	0.0160078934713682	0.00844345890118575	0.00157301465884103	0.0100668748360776	0.0185364458113346	0.0160649135902109	0.00621463861473226	0.00177969850716962	0.00116998418527798	0.00192528545881434	0.00156411375264284	0.00115179022061223	0.000923734555638092	0.0243726404786397	0.000382825189020164	0.00169282078315746	0.00311488354215639	0.00284094030830507	0.00439911426768838	0.00322400827896918	0.00334369940439277	0.00404867347314469	0.00312409038048926	0.00222788450415516	0.000307754488856515	0.000543238937386964	0.00151535332901481
