"BFH12_S130"	"BH09_S83"	"BFH35_S153"	"BSE93_S121"	"BH47_S108"	"BH52_S112"	"BH36_S101"	"BFH33_S151"	"BFH9_S127"	"FH6_S167"	"BH10_S84"	"BFH15_S133"	"BFH22_S140"	"BFH31_S149"	"BH50_S111"	"BH30_S94"	"BFH32_S150"	"BFH6_S125"	"BFH8_S126"	"BSE100_S122"	"BFH20_S138"	"BFH21_S139"	"BFH14_S132"	"BFH24_S142"	"FH1_S162"	"BH34.B_S99"	"BH34.A_S98"	"BH06_S81"	"BSE79_S120"	"BH20_S88"	"BFH17_S135"	"BH31_S95"	"BH11_S85"	"BFH36_S154"	"BH22_S89"	"BFH38.B_S157"	"BH45_S106"	"BH61_S116"	"FH5_S166"	"BFH25_S143"	"BFH41_S160"	"BFH18_S136"	"BH59_S114"	"BH13_S86"	"BH03_S78"	"BH38_S103"	"BFH40_S159"	"BH33_S97"	"BH32_S96"	"BFH13_S131"	"BFH4_S124"	"BFH10_S128"	"BFH39_S158"	"BFH19_S137"	"BH37_S102"	"FH8_S169"	"BH04_S79"	"BH25_S91"	"BH01_S76"	"BFH23_S141"	"BH58_S113"	"BFH38.A_S156"	"BH14_S87"	"BSE74_S119"	"BH05_S80"	"BFH1_S123"	"FH3_S164"	"BH63_S118"	"BH48_S109"	"BFH34_S152"	"BFH28_S146"	"BH07_S82"	"BFH11_S129"	"BH44_S105"	"FH10_S171"	"FH9_S170"	"BFH27_S145"	"BFH29_S147"	"FH7_S168"	"BFH16_S134"	"FH4_S165"	"BH02_S77"	"BH29_S93"	"BH39_S104"	"BH60_S115"	"BH62_S117"	"BH27_S92"	"BFH26_S144"	"BH35_S100"	"BFH37_S155"	"FH2_S163"	"BFH42_S161"	"BH46_S107"	"BH24_S90"	"BH49_S110"	"BFH30_S148"
"blaGES-8_1_AF329699"	4.08909332901634e-08	4.03581804659626e-08	8.63953076448849e-07	5.31089529638965e-08	5.42983570375978e-08	5.43154788577542e-08	1.17846954170949e-06	1.12788794967483e-06	5.85779636964242e-08	7.94105135231737e-08	3.53603763362421e-08	3.23973102457142e-08	4.81164695714494e-07	1.72579231125009e-06	8.06765470696019e-08	9.44787782949179e-07	3.16589354107351e-07	1.25681946313134e-07	2.04003409538127e-07	2.82567397198519e-08	7.03778561762072e-07	5.36135851248894e-08	2.96740140415654e-07	0	1.50647388320383e-06	9.89507787162416e-08	0	0	0	0	4.80630194621104e-08	1.18810443699384e-07	3.29931214620651e-08	0	0	4.0946579829435e-07	1.91627840949812e-07	5.23734879119371e-08	3.71101426435952e-08	9.25779129929629e-07	7.11138496629149e-07	7.83533234208544e-08	1.1025040851019e-06	1.04130275304828e-07	9.50645225095995e-08	4.68071223589666e-07	1.78943289769788e-07	8.44041049092382e-08	2.7451114597606e-07	3.1457363004757e-08	0	0	8.0460914447948e-08	2.70336399734539e-07	4.56532491463071e-08	4.59593397014594e-07	0	0	0	7.45809900141648e-07	1.13252601170551e-06	1.77676215420803e-07	7.87071221799386e-08	0	0	6.39040478165872e-08	2.2720913084685e-07	0	1.82970590478298e-06	3.68965667140911e-07	1.80873828597027e-07	0	2.55397278767534e-07	2.77544755826532e-07	0	7.18604922384539e-07	0	1.6799156010402e-07	5.30515718877599e-07	6.59203516033346e-08	8.25756603616847e-08	2.40442359354298e-06	1.04151860587643e-06	8.47097215968409e-07	1.29138760976149e-06	2.31606323723477e-07	5.79835169951062e-07	1.19240799789778e-06	4.00021625784508e-07	4.4004826449365e-06	4.22029040187531e-07	2.70448612856894e-08	3.49866386027176e-08	0	3.11308757582314e-07	1.16961991077216e-06
"blaGES-9_1_AY920928"	1.63563733160654e-07	0	9.30411005406452e-07	1.06217905927793e-07	1.08596714075196e-07	1.35788697144385e-07	1.07448693508806e-06	8.31075331339346e-07	2.05022872937485e-07	0	0	9.71919307371425e-08	2.88698817428696e-07	1.88860290665105e-06	8.06765470696019e-08	1.41718167442377e-06	3.45370204480747e-07	1.57102432891418e-07	9.90873703470902e-07	0	9.28987701525935e-07	5.36135851248894e-08	3.26414154457219e-07	0	2.73048391330695e-06	3.29835929054139e-08	3.68550087836542e-08	0	0	0	1.44189058386331e-07	2.37620887398768e-07	3.29931214620651e-08	3.16835307011353e-08	0	2.38855049005037e-07	3.44930113709661e-07	7.85602318679057e-08	3.71101426435952e-08	9.58842670284259e-07	1.14876218686247e-06	1.56706646841709e-07	1.23221044805507e-06	2.08260550609657e-07	6.3376348339733e-08	5.76087659802666e-07	2.68414934654682e-07	2.53212314727714e-07	3.05012384417844e-07	6.2914726009514e-08	0	0	1.34101524079913e-07	2.94912436074043e-07	3.65225993170457e-07	6.71713426405946e-07	0	0	0	1.08763943770657e-06	1.18777118300822e-06	1.48063512850669e-07	0	0	7.09474036034967e-08	2.87568215174642e-07	1.62292236319178e-07	0	1.41497256636551e-06	2.68338667011571e-07	2.11019466696531e-07	7.73853681835244e-08	1.59623299229709e-07	3.46930944783165e-08	0	8.03146677959191e-07	0	2.23988746805361e-07	5.30515718877599e-07	0	2.06439150904212e-07	2.69685349005496e-06	1.41762254688736e-06	5.08258329581046e-07	2.2097076878141e-06	4.63212647446955e-08	6.71388091522282e-07	1.49050999737223e-06	3.38479837202276e-07	9.08385345990463e-06	2.37391335105486e-07	5.40897225713789e-08	3.49866386027176e-08	0	9.33926272746942e-07	8.92604668747174e-07
"blaGES-10_1_FJ820124"	0	0	7.64266183012443e-07	0	1.35745892593995e-07	5.43154788577542e-08	9.35843459592827e-07	7.42031545838702e-07	5.85779636964242e-08	3.97052567615869e-08	3.53603763362421e-08	6.47946204914283e-08	9.62329391428988e-08	1.85604078757086e-06	8.06765470696019e-08	9.15263164732017e-07	2.30246802987164e-07	1.25681946313134e-07	4.95436851735451e-07	0	5.06720564468692e-07	8.0420377687334e-08	3.26414154457219e-07	0	2.30678813365587e-06	3.29835929054139e-08	3.68550087836542e-08	0	0	0	4.80630194621104e-08	8.91078327745381e-08	0	3.16835307011353e-08	0	4.43587948152212e-07	2.29953409139774e-07	1.30933719779843e-07	3.71101426435952e-08	3.30635403546296e-07	1.01200478366456e-06	1.17529985131282e-07	8.43091359195572e-07	1.04130275304828e-07	0	4.32065744852e-07	1.78943289769788e-07	0	9.15037153253534e-08	1.57286815023785e-07	0	0	2.14562438527861e-07	4.17792617771561e-07	2.28266245731535e-07	1.76766691159459e-07	0	0	0	7.7688531264755e-07	7.73432398237911e-07	4.14577835981874e-07	7.87071221799386e-08	0	7.09474036034967e-08	3.19520239082936e-08	9.7375341791507e-08	0	1.31738825144375e-06	2.68338667011571e-07	1.50728190497522e-07	0	6.38493196918836e-08	1.38772377913266e-07	0	5.91792289022562e-07	0	1.3999296675335e-07	3.78939799198285e-07	3.29601758016673e-08	1.65151320723369e-07	2.72934570077852e-06	9.83656461105515e-07	5.92968051177887e-07	1.46357262439636e-06	4.63212647446955e-08	4.88282248379841e-07	1.19240799789778e-06	2.15396260037812e-07	3.5203861159492e-06	3.16521780140648e-07	2.70448612856894e-08	0	0	4.52812738301548e-07	7.07927840730518e-07
"blaGES-11_1_FJ854362"	1.2267279987049e-07	4.03581804659626e-08	1.32915857915207e-06	2.65544764819482e-08	2.4434260666919e-07	2.17261915431017e-07	1.49041736157376e-06	1.12788794967483e-06	1.75733891089272e-07	1.98526283807934e-07	0	9.71919307371425e-08	8.01941159524156e-07	2.31191045469352e-06	1.07568729426136e-07	1.88957556589836e-06	2.01465952613769e-07	1.25681946313134e-07	6.41153572834113e-07	0	7.60080846703038e-07	8.0420377687334e-08	3.8576218254035e-07	0	2.96587045755755e-06	6.59671858108277e-08	7.37100175673085e-08	3.17030022172446e-08	3.52447724777237e-08	3.49947584850741e-08	4.80630194621104e-08	2.9702610924846e-07	0	1.26734122804541e-07	3.41024760307337e-08	2.38855049005037e-07	3.06604545519699e-07	1.8330720769178e-07	3.71101426435952e-08	1.25641453347593e-06	1.77784624157287e-06	1.17529985131282e-07	1.03765090362532e-06	3.12390825914485e-07	1.58440870849332e-07	1.00815340465467e-06	2.08767171398086e-07	1.68808209818476e-07	3.05012384417844e-07	3.1457363004757e-08	3.21939321263056e-08	9.38355310865854e-08	2.14562438527861e-07	4.42368654111065e-07	5.02185740609378e-07	2.82826705855135e-07	0	3.88381701225259e-08	7.29733574636767e-08	1.18086567522428e-06	1.29826152561364e-06	3.55352430841606e-07	0	0	1.77368509008742e-07	3.19520239082936e-08	2.59667578110685e-07	2.46708294579572e-06	2.17125100700914e-06	5.70219667399589e-07	1.80873828597027e-07	0	9.57739795378254e-08	2.42851661348215e-07	0	6.34063166809887e-07	0	1.1199437340268e-07	7.95773578316398e-07	3.29601758016673e-08	2.06439150904212e-07	3.11925222946116e-06	2.22769257368014e-06	8.8945207676683e-07	1.86533765854437e-06	1.38963794234086e-07	7.32423372569762e-07	1.6693711970569e-06	4.30792520075624e-07	5.68919541952504e-06	6.33043560281296e-07	0	2.09919831616306e-07	4.10432049916418e-08	7.64121495883861e-07	8.00266254738846e-07
"blaGES-12_1_FN554543"	2.4534559974098e-07	0	9.63639969885254e-07	7.96634294458447e-08	1.62895071112794e-07	1.08630957715508e-07	1.55973909932138e-06	1.18725047334192e-06	2.05022872937485e-07	3.97052567615869e-08	0	3.23973102457142e-08	5.45319988476426e-07	2.44215893101429e-06	1.61353094139204e-07	1.56480476550958e-06	2.01465952613769e-07	2.51363892626269e-07	5.24580195955184e-07	0	9.85289986466901e-07	2.68067925624447e-08	4.15436196581916e-07	0	2.82463853100719e-06	3.29835929054139e-08	1.47420035134617e-07	0	0	0	9.61260389242208e-08	1.4851305462423e-07	6.59862429241302e-08	0	0	4.77710098010075e-07	3.44930113709661e-07	7.85602318679057e-08	7.42202852871904e-08	6.28207266737963e-07	9.57301822385393e-07	1.17529985131282e-07	1.36191681100823e-06	4.16521101219313e-07	9.50645225095995e-08	4.68071223589666e-07	5.36829869309365e-07	0	3.35513622859629e-07	9.43720890142709e-08	0	0	8.0460914447948e-08	4.42368654111065e-07	5.02185740609378e-07	4.59593397014594e-07	6.45983147591646e-08	0	7.29733574636767e-08	9.94413200188864e-07	1.46399703952176e-06	2.66514323131205e-07	0	0	7.09474036034967e-08	0	6.49168945276713e-08	0	2.31762747939178e-06	4.6959266727025e-07	2.7131074289554e-07	0	3.19246598459418e-07	3.81624039261481e-07	0	7.18604922384539e-07	0	1.6799156010402e-07	7.19985618476741e-07	6.59203516033346e-08	2.47726981085054e-07	2.76183791150207e-06	1.96731292221103e-06	9.3180693756525e-07	2.32449769757068e-06	9.2642529489391e-08	7.01905732046022e-07	1.72899159695179e-06	5.23105202948972e-07	6.50642791072753e-06	5.27536300234413e-07	2.70448612856894e-08	6.99732772054352e-08	0	6.22617515164628e-07	1.04650202542772e-06
"blaGES-13_1_GU169702"	1.63563733160654e-07	0	2.09342476216452e-06	2.65544764819482e-08	2.4434260666919e-07	1.9010417600214e-07	2.21829560792374e-06	3.1462137543561e-06	5.85779636964242e-08	7.94105135231737e-08	3.53603763362421e-08	2.91575792211427e-07	4.49087049333528e-07	2.60496952641524e-06	3.76490552991476e-07	2.18482174806998e-06	1.2951382668028e-06	1.31966043628791e-06	2.18575081647993e-06	0	1.06974341387835e-06	2.14454340499557e-07	3.26414154457219e-07	0	3.38956623720862e-06	2.96852336148725e-07	2.94840070269234e-07	3.17030022172446e-08	0	6.99895169701482e-08	1.92252077848442e-07	7.42565273121151e-07	0	2.21784714907947e-07	0	1.0919087954516e-06	4.59906818279548e-07	5.4992162307534e-07	0	7.93524968511111e-07	1.36757403197913e-06	5.48473263945981e-07	1.36191681100823e-06	9.02462385975179e-07	9.50645225095995e-08	7.20109574753333e-07	1.5210179630432e-06	3.37616419636953e-07	7.93032199486396e-07	2.83116267042813e-07	3.21939321263056e-08	3.12785103621951e-08	5.09585791503671e-07	1.54829028938873e-06	3.19572744024149e-07	3.88886720550811e-07	0	0	0	1.21194108773018e-06	1.62973255342988e-06	1.09566999509495e-06	3.93535610899693e-08	2.51774779302411e-08	1.06421105405245e-07	1.91712143449762e-07	3.24584472638357e-07	0	7.85553735120161e-06	4.36050333893803e-07	6.33058400089593e-07	3.86926840917622e-08	9.57739795378254e-08	4.16317133739798e-07	0	8.87688433533842e-07	0	5.31973273662731e-07	8.33667558236226e-07	2.96641582215006e-07	3.71590471627581e-07	1.18596569140971e-05	5.26545517415305e-06	7.20032633573148e-07	2.55407771708384e-06	6.02176441681041e-07	1.46484674513952e-06	1.52032019731968e-06	4.6156341436674e-07	3.39465804037958e-06	8.96811710398503e-07	8.11345838570683e-08	1.74933193013588e-07	0	8.20723088171555e-07	1.16961991077216e-06
"blaGES-14_1_GU207844"	4.08909332901634e-08	0	1.62821925946129e-06	5.31089529638965e-08	8.14475355563968e-08	0	1.07448693508806e-06	7.7171280767225e-07	2.92889818482121e-08	3.97052567615869e-08	0	6.47946204914283e-08	4.49087049333528e-07	1.85604078757086e-06	2.15137458852272e-07	1.38765705620661e-06	6.04397857841307e-07	3.14204865782836e-08	5.24580195955184e-07	2.82567397198519e-08	1.57646397834704e-06	5.36135851248894e-08	2.37392112332523e-07	0	6.63790054786689e-06	9.89507787162416e-08	7.37100175673085e-08	0	0	0	0	8.91078327745381e-08	3.29931214620651e-08	0	0	3.07099348720762e-07	2.29953409139774e-07	5.23734879119371e-08	0	1.02496975099352e-06	7.93192938547897e-07	2.35059970262563e-07	2.82111339423134e-06	1.04130275304828e-07	1.58440870849332e-07	6.12093138540333e-07	3.57886579539577e-07	8.44041049092382e-08	2.13508669092491e-07	6.2914726009514e-08	0	3.12785103621951e-08	1.34101524079913e-07	2.94912436074043e-07	3.65225993170457e-07	1.16666016165243e-06	0	0	0	2.85893795054298e-06	3.06610700730029e-06	1.48063512850669e-07	0	0	3.54737018017483e-08	1.59760119541468e-07	3.57042919902192e-07	0	1.68332943240034e-06	4.36050333893803e-07	1.50728190497522e-07	0	1.27698639383767e-07	3.12237850304848e-07	0	1.90218950042966e-06	0	2.51987340156031e-07	1.47786521687331e-06	9.88805274050019e-08	3.71590471627581e-07	5.84859793023968e-06	1.62014005358555e-06	4.23548607984205e-07	4.39071787318907e-06	4.63212647446955e-08	3.66211686284881e-07	3.04064039463935e-06	3.69250731493392e-07	4.02329841822765e-06	8.17681265363341e-07	2.70448612856894e-08	1.04959915808153e-07	0	6.22617515164628e-07	7.69486783402736e-07
"blaGES-15_1_GU208678"	8.17818665803268e-08	4.03581804659626e-08	9.96868934364056e-07	5.31089529638965e-08	2.4434260666919e-07	2.17261915431017e-07	1.2477912794571e-06	8.31075331339346e-07	8.78669455446362e-08	1.19115770284761e-07	0	3.23973102457142e-08	3.20776463809663e-07	2.051413502052e-06	1.88245276495738e-07	1.59432938372674e-06	2.30246802987164e-07	2.51363892626269e-07	6.99440261273578e-07	0	1.06974341387835e-06	8.0420377687334e-08	3.56088168498785e-07	0	3.90741663455994e-06	6.59671858108277e-08	3.68550087836542e-08	0	0	0	4.80630194621104e-08	1.18810443699384e-07	3.29931214620651e-08	6.33670614022706e-08	0	4.43587948152212e-07	3.83255681899624e-07	7.85602318679057e-08	3.71101426435952e-08	8.2658850886574e-07	1.09405922558331e-06	1.17529985131282e-07	1.91316885355918e-06	2.77680734146209e-07	6.3376348339733e-08	3.96060266114333e-07	2.9823881628298e-07	8.44041049092382e-08	3.66014861301413e-07	2.20201541033299e-07	0	6.25570207243903e-08	5.36406096319653e-08	4.17792617771561e-07	3.65225993170457e-07	6.36360088174054e-07	0	0	0	1.80237392534232e-06	2.26505202341103e-06	2.66514323131205e-07	3.93535610899693e-08	0	1.41894807206993e-07	1.27808095633174e-07	1.62292236319178e-07	2.46708294579572e-06	2.65917258161794e-06	3.01881000388018e-07	1.50728190497522e-07	0	1.59623299229709e-07	3.46930944783165e-07	0	9.72230189108494e-07	0	1.6799156010402e-07	9.47349497995712e-07	3.29601758016673e-08	2.47726981085054e-07	4.25647960478554e-06	1.93838184982557e-06	4.65903468782625e-07	2.49668271220555e-06	2.31606323723477e-07	7.93458653617242e-07	2.14633439621601e-06	2.76938048620044e-07	4.93482696610736e-06	6.59420375293017e-07	5.40897225713789e-08	6.99732772054352e-08	0	6.22617515164628e-07	5.23251012713861e-07
"blaGES-16_1_HM173356"	0	0	1.26270065019447e-06	0	8.14475355563968e-08	2.71577394288771e-08	5.54573901980934e-07	7.12350284005154e-07	1.17155927392848e-07	3.97052567615869e-08	0	0	9.62329391428988e-08	1.17223628688686e-06	5.37843647130679e-08	9.44787782949179e-07	2.87808503733956e-07	9.42614597348507e-08	3.20576786417057e-07	0	9.57138843996418e-07	5.36135851248894e-08	5.93480280831308e-08	2.63463651237357e-06	4.7548081938621e-06	9.89507787162416e-08	3.68550087836542e-08	0	0	0	0	5.94052218496921e-08	0	0	0	3.75343648436487e-07	1.91627840949812e-07	5.23734879119371e-08	7.42202852871904e-08	6.28207266737963e-07	4.37623690233322e-07	0	1.88074226282089e-06	1.73550458841381e-07	6.3376348339733e-08	2.88043829901333e-07	8.94716448848941e-08	8.44041049092382e-08	2.7451114597606e-07	1.57286815023785e-07	3.21939321263056e-08	3.12785103621951e-08	0	3.68640545092554e-07	2.73919494877842e-07	5.30300073478378e-07	0	0	0	1.86452475035412e-06	1.79546806733801e-06	2.36901620561071e-07	0	0	2.1284221081049e-07	1.27808095633174e-07	2.92126025374521e-07	0	9.27050991756711e-07	2.34796333635125e-07	9.04369142985133e-08	0	3.19246598459418e-08	2.08158566869899e-07	0	1.4794807225564e-06	0	1.6799156010402e-07	1.326289297194e-06	6.59203516033346e-08	4.54166131989266e-07	3.99654191899711e-06	7.81138954407321e-07	1.69419443193682e-07	4.13244035123677e-06	9.2642529489391e-08	1.2207056209496e-07	2.77234859511235e-06	6.1541788582232e-08	2.16880930357584e-06	5.27536300234413e-07	2.70448612856894e-08	3.49866386027176e-08	0	2.5470716529462e-07	3.38574184697204e-07
"blaGES-17_1_HQ874631"	1.2267279987049e-07	4.03581804659626e-08	4.65205502703226e-07	0	2.71491785187989e-08	0	9.70504328466635e-07	1.39501930617676e-06	5.85779636964242e-08	1.19115770284761e-07	0	3.23973102457142e-08	4.17009402952561e-07	1.72579231125009e-06	0	1.44670629264093e-06	5.75617007467911e-07	4.3988681209597e-07	4.95436851735451e-07	0	2.81511424704829e-07	2.68067925624447e-08	2.96740140415654e-07	0	1.64770580975419e-06	3.29835929054139e-08	3.68550087836542e-08	3.17030022172446e-08	0	0	4.80630194621104e-08	1.18810443699384e-07	0	6.33670614022706e-08	0	2.04732899147175e-07	1.14976704569887e-07	7.85602318679057e-08	0	6.94334347447222e-07	7.65841457908314e-07	7.83533234208544e-08	2.5941272590633e-07	2.77680734146209e-07	9.50645225095995e-08	3.60054787376666e-07	5.66653750937663e-07	8.44041049092382e-08	2.7451114597606e-07	0	0	3.12785103621951e-08	1.34101524079913e-07	1.47456218037022e-07	4.10879242316764e-07	1.41413352927568e-07	0	0	7.29733574636767e-08	7.7688531264755e-07	5.80074298678433e-07	2.36901620561071e-07	3.93535610899693e-08	0	1.06421105405245e-07	6.39040478165872e-08	9.7375341791507e-08	0	2.3908157155831e-06	2.34796333635125e-07	2.7131074289554e-07	0	6.38493196918836e-08	1.73465472391582e-07	0	1.26812633361977e-07	0	3.63981713558711e-07	3.41045819278456e-07	0	2.89014811265896e-07	3.54165096886736e-06	2.11196828413831e-06	5.08258329581046e-07	1.09050509268748e-06	1.38963794234086e-07	5.79835169951062e-07	7.7506519863356e-07	3.38479837202276e-07	3.80327428598083e-06	1.58260890070324e-07	0	6.99732772054352e-08	0	5.09414330589241e-07	4.61692070041642e-07
"blaGES-18_1_JQ028729"	4.08909332901634e-08	0	1.32915857915207e-06	5.31089529638965e-08	8.14475355563968e-08	2.71577394288771e-08	7.97199984097593e-07	8.01394069505798e-07	8.78669455446362e-08	0	0	3.23973102457142e-08	3.20776463809663e-07	1.13967416780667e-06	5.37843647130679e-08	6.79066218994722e-07	1.72685102240373e-07	2.51363892626269e-07	7.57726949713043e-07	2.82567397198519e-08	9.85289986466901e-07	0	1.18696056166262e-07	0	2.73048391330695e-06	3.29835929054139e-08	0	9.51090066517337e-08	0	0	0	5.94052218496921e-08	0	9.50505921034059e-08	0	1.3648859943145e-07	3.44930113709661e-07	1.04746975823874e-07	3.71101426435952e-08	5.29016645674074e-07	9.02598861106227e-07	1.17529985131282e-07	1.19978385731677e-06	1.38840367073104e-07	0	3.24049308639e-07	1.4911940814149e-07	8.44041049092382e-08	2.44009907534276e-07	3.1457363004757e-08	0	0	1.34101524079913e-07	2.94912436074043e-07	3.19572744024149e-07	8.48480117565405e-07	0	0	0	1.42946897527149e-06	1.85071323864072e-06	3.55352430841606e-07	0	0	3.54737018017483e-08	1.59760119541468e-07	3.89501367166028e-07	0	1.41497256636551e-06	3.01881000388018e-07	1.80873828597027e-07	0	1.59623299229709e-07	2.42851661348215e-07	0	8.87688433533842e-07	2.67891523863964e-08	2.51987340156031e-07	7.95773578316398e-07	1.31840703206669e-07	2.06439150904212e-07	3.4441743366967e-06	1.15724289541825e-06	4.23548607984205e-07	2.7262627317187e-06	4.63212647446955e-08	5.79835169951062e-07	1.57994059721456e-06	2.46167154328928e-07	2.95460977588593e-06	6.33043560281296e-07	0	6.99732772054352e-08	0	3.67910349870007e-07	6.77148369394408e-07
"blaGES-19_1_JN596280"	1.2267279987049e-07	0	9.96868934364056e-07	5.31089529638965e-08	2.71491785187989e-08	1.62946436573263e-07	1.55973909932138e-06	7.12350284005154e-07	1.75733891089272e-07	0	0	0	5.1324234209546e-07	2.24678621653314e-06	8.06765470696019e-08	1.56480476550958e-06	2.5902765336056e-07	1.25681946313134e-07	2.62290097977592e-07	0	7.60080846703038e-07	0	2.67066126374089e-07	0	2.40094275135611e-06	0	7.37100175673085e-08	6.34060044344891e-08	0	0	0	3.26728720173306e-07	3.29931214620651e-08	3.16835307011353e-08	0	3.41221498578625e-08	5.36557954659473e-07	5.23734879119371e-08	3.71101426435952e-08	8.2658850886574e-07	8.47895899827062e-07	1.17529985131282e-07	8.75517949933863e-07	1.73550458841381e-07	6.3376348339733e-08	7.56115053490999e-07	4.17534342796173e-07	2.53212314727714e-07	3.66014861301413e-07	3.1457363004757e-08	0	0	1.34101524079913e-07	2.21184327055532e-07	2.73919494877842e-07	3.88886720550811e-07	0	0	0	1.08763943770657e-06	1.18777118300822e-06	2.07288917990937e-07	3.93535610899693e-08	0	1.06421105405245e-07	6.39040478165872e-08	1.94750683583014e-07	0	2.29323140066134e-06	3.68965667140911e-07	6.02912761990088e-08	0	2.55397278767534e-07	2.42851661348215e-07	3.61543356279285e-06	5.91792289022562e-07	0	2.79985933506701e-07	7.57879598396569e-07	3.29601758016673e-08	2.47726981085054e-07	2.79433012222562e-06	1.50441576404373e-06	4.23548607984205e-07	1.57836263415293e-06	2.77927588468173e-07	6.71388091522282e-07	1.16259779795034e-06	3.69250731493392e-07	5.02912302278457e-06	2.37391335105486e-07	2.70448612856894e-08	6.99732772054352e-08	0	6.22617515164628e-07	1.13884043943605e-06
"blaGES-20_1_JN596280"	8.17818665803268e-08	0	1.8275930463341e-06	5.31089529638965e-08	2.71491785187989e-07	8.14732182866313e-08	1.07448693508806e-06	8.90437855006442e-07	1.4644490924106e-07	7.94105135231737e-08	0	3.23973102457142e-08	2.5662117104773e-07	2.31191045469352e-06	1.3446091178267e-07	1.74195247481255e-06	3.45370204480747e-07	3.14204865782836e-08	7.86870293932775e-07	0	2.22394025516815e-06	8.0420377687334e-08	2.07718098290958e-07	0	7.57944672486928e-06	0	1.10565026350963e-07	0	0	0	4.80630194621104e-08	8.91078327745381e-08	0	0	0	3.41221498578625e-07	3.83255681899624e-07	1.04746975823874e-07	3.71101426435952e-08	1.58704993702222e-06	9.2995034174581e-07	1.95883308552136e-07	2.82111339423134e-06	2.77680734146209e-07	3.16881741698665e-08	5.40082181065e-07	3.87710461167875e-07	8.44041049092382e-08	3.35513622859629e-07	6.2914726009514e-08	0	9.38355310865854e-08	1.60921828895896e-07	5.89824872148086e-07	2.73919494877842e-07	1.55554688220324e-06	0	0	3.64866787318383e-08	3.0453904255784e-06	3.59093613467602e-06	2.66514323131205e-07	0	0	7.09474036034967e-08	1.91712143449762e-07	3.24584472638357e-07	0	2.07366669208738e-06	5.03135000646696e-07	1.80873828597027e-07	3.86926840917622e-08	2.87321938613476e-07	4.85703322696431e-07	3.61543356279285e-06	1.43720984476908e-06	0	3.07984526857371e-07	2.08416889559057e-06	9.88805274050019e-08	3.71590471627581e-07	8.09056047016489e-06	2.19876150129468e-06	6.35322911976307e-07	5.88298800002456e-06	1.38963794234086e-07	6.10352810474802e-07	3.81570559327291e-06	4.00021625784508e-07	4.55764273939851e-06	1.26608712056259e-06	1.35224306428447e-07	1.74933193013588e-07	0	5.94316719020781e-07	7.38707312066627e-07
"blaGES-21_1_JQ772478"	4.08909332901634e-08	0	1.16301375675807e-06	0	1.08596714075196e-07	5.43154788577542e-08	2.77286950990467e-07	6.82669022171606e-07	5.85779636964242e-08	0	0	6.47946204914283e-08	1.28310585523865e-07	8.14052977004762e-07	0	8.85738546514855e-07	8.63425511201867e-08	1.25681946313134e-07	3.49720130636789e-07	0	8.44534274114487e-07	1.34033962812223e-07	2.96740140415654e-08	0	3.48372085490886e-06	6.59671858108277e-08	0	0	0	0	4.80630194621104e-08	0	0	6.33670614022706e-08	0	2.04732899147175e-07	3.83255681899624e-08	0	3.71101426435952e-08	4.62889564964815e-07	4.92326651512488e-07	7.83533234208544e-08	1.68618271839114e-06	2.42970642377933e-07	9.50645225095995e-08	1.44021914950667e-07	2.68414934654682e-07	8.44041049092382e-08	1.52506192208922e-07	6.2914726009514e-08	0	0	2.68203048159827e-08	1.96608290716029e-07	4.56532491463071e-08	5.6565341171027e-07	0	0	0	1.70914768782461e-06	1.57448738212718e-06	3.25739728271472e-07	0	0	7.09474036034967e-08	2.23664167358055e-07	6.49168945276713e-08	0	9.51447070487151e-07	2.01254000258678e-07	3.01456380995044e-08	0	9.57739795378254e-08	6.93861889566329e-08	0	1.05677194468315e-06	0	2.23988746805361e-07	6.82091638556912e-07	0	8.25756603616847e-08	3.50915875814381e-06	9.25794316334602e-07	3.38838886387364e-07	3.21412027318415e-06	0	3.35694045761141e-07	2.29538539595324e-06	6.1541788582232e-08	2.23167334136065e-06	6.33043560281296e-07	0	3.49866386027176e-08	0	2.26406369150774e-07	1.84676828016657e-07
